match_id,bowler,inning,batting_team,total_bowler_runs,maiden,economy,overs,wickets,venue,catch,Direct_runout,Indirect_runout,Stumping,lbw/bowled,fp_points,fp_avg,opp_avg,ven_avg,inn_avg,run_avg,eco_avg,maiden_avg,wicket_avg,over_avg,Points
564,MJ McClenaghan,2,Delhi Daredevils,26,0,6.5,4,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,0,0,0,27,36,31.75,36.66666667,44.84615385,31.36,8.163333333,0,1.44,3.88,9.5
564,S Nadeem,1,Mumbai Indians,42,0,10.5,4,0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,0,0,0,-2,25,30.44444444,-2,27,26.08695652,7.173913043,0.043478261,0.717391304,3.673913043,8.5
564,Harbhajan Singh,2,Delhi Daredevils,34,0,8.5,4,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,1,0,0,31,20,39.8,21.75,38.84848485,25.2704918,7.130464481,0.049180328,1.040983607,3.62295082,9
565,CJ Jordan,1,Kolkata Knight Riders,22,0,7.333333333,3,0,Eden Gardens,0,0,0,0,0,0,39.33333333,0,0,24,33,9.416666667,0,1.2,3.4,9.5
565,AS Rajpoot,2,Royal Challengers Bangalore,28,0,9.333333333,3,0,Eden Gardens,0,0,0,0,0,0,17.33333333,0,13.5,0,19.25,8.666666667,0,0.5,2.25,9
565,S Aravind,1,Kolkata Knight Riders,41,0,10.25,4,2,Eden Gardens,0,0,0,0,0,48,40.33333333,47.75,63.5,33.5,28.125,8.361111111,0,1.583333333,3.5,8.5
565,M Morkel,2,Royal Challengers Bangalore,20,0,10,2,0,Eden Gardens,0,0,0,0,0,-2,9,34.54545455,39.4,30.64,29.69117647,7.683823529,0.044117647,1.25,3.882352941,8.5
565,YS Chahal,1,Kolkata Knight Riders,38,0,9.5,4,1,Eden Gardens,0,0,0,0,0,25,63.33333333,22.28571429,11.5,34,29,7.980263158,0.026315789,1.289473684,3.736842105,9
566,Z Khan,2,Rising Pune Supergiants,19,0,6.333333333,3,0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,0,0,0,2,31.66666667,2,15.5,38.5,28.05813953,7.447674419,0.069767442,1.23255814,3.744186047,9.5
566,AB Dinda,1,Delhi Daredevils,20,1,5,4,3,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,0,0,1,105,1.333333333,47.55555556,53.5,33.97297297,27.29577465,8.210093897,0.042253521,1.112676056,3.408450704,10
566,Mohammed Shami,2,Rising Pune Supergiants,12,0,12,1,0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,0,0,0,0,16,-3,0,13.83333333,30.04347826,8.807971014,0,0.826086957,3.434782609,8.5
566,A Mishra,2,Rising Pune Supergiants,10,0,5,2,0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,0,0,0,6,25,16.5,14,38.54098361,26.03636364,7.375,0.036363636,1.190909091,3.6,10
566,DL Chahar,1,Delhi Daredevils,13,0,6.5,2,0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,0,0,0,2,0,2,2,2,13,6.5,0,0,2,9.5
566,A Zampa,1,Delhi Daredevils,21,0,5.25,4,3,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,0,0,1,91,76.66666667,91,135.5,135.5,20.75,6.6875,0,2.75,3.25,10
566,NM Coulter-Nile,2,Rising Pune Supergiants,21,0,7,3,0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,0,0,0,2,37.33333333,2,33,25,28.4375,7.291666667,0.0625,1.3125,3.875,9.5
567,YS Chahal,2,Kings XI Punjab,25,0,8.333333333,3,4,M Chinnaswamy Stadium,0,0,0,0,1,116,52.33333333,61.16666667,47.38888889,45.63157895,28.8974359,7.989316239,0.025641026,1.358974359,3.717948718,9
567,S Aravind,2,Kings XI Punjab,18,0,9,2,2,M Chinnaswamy Stadium,0,0,0,0,1,58,44,61.6,51.33333333,56.46153846,27.72,8.386666667,0,1.6,3.44,9
567,VR Aaron,2,Kings XI Punjab,17,0,17,1,0,M Chinnaswamy Stadium,0,0,0,0,0,0,16.66666667,23.5,10.27272727,16.76923077,31.05882353,8.889705882,0.029411765,0.970588235,3.617647059,8
567,Sandeep Sharma,1,Royal Challengers Bangalore,29,0,9.666666667,3,1,M Chinnaswamy Stadium,0,0,0,0,0,25,54,54.14285714,42.5,47.94444444,27.61904762,7.571428571,0.19047619,1.380952381,3.642857143,9
567,MM Sharma,1,Royal Challengers Bangalore,33,0,11,3,0,M Chinnaswamy Stadium,0,0,0,0,0,-2,20,18.33333333,17,44.2962963,27.11666667,7.875,0,1.283333333,3.466666667,8.5
567,CJ Jordan,2,Kings XI Punjab,12,0,12,1,0,M Chinnaswamy Stadium,1,0,0,0,0,8,41.33333333,1,45,31.5,29.5,9.847222222,0,1,3,8.5
567,KJ Abbott,1,Royal Challengers Bangalore,48,0,16,3,1,M Chinnaswamy Stadium,0,0,0,0,1,27,6.333333333,27,27,26,38,11.875,0,0.5,3.25,8
567,KC Cariappa,1,Royal Challengers Bangalore,55,0,18.33333333,3,0,M Chinnaswamy Stadium,0,0,0,0,0,-6,31.66666667,27.66666667,-6,21.33333333,31.16666667,10.15277778,0,0.666666667,3.166666667,8
568,SB Jakati,1,Kolkata Knight Riders,22,0,5.5,4,1,Green Park,0,1,0,0,0,41,15,25,41,28.66666667,24.98113208,7.963836478,0.018867925,0.943396226,3.226415094,9.5
568,AS Rajpoot,2,Gujarat Lions,35,0,11.66666667,3,1,Green Park,0,0,1,0,0,27,9,27,27,13.5,22.4,9.266666667,0,0.6,2.4,8.5
568,M Morkel,2,Gujarat Lions,39,0,9.75,4,1,Green Park,0,0,0,0,1,33,-0.666666667,16.5,33,30.73076923,29.82608696,7.713768116,0.043478261,1.246376812,3.884057971,9
568,DS Kulkarni,1,Kolkata Knight Riders,34,0,8.5,4,2,Green Park,1,0,0,0,0,58,41.33333333,43.8,58,33.33333333,25.73015873,8.252645503,0.095238095,1.126984127,3.26984127,9
568,P Kumar,1,Kolkata Knight Riders,12,0,6,2,0,Green Park,0,0,0,0,0,2,56.33333333,21.92857143,2,28.28070175,27.38181818,7.799242424,0.127272727,0.854545455,3.590909091,9.5
569,BB Sran,2,Delhi Daredevils,34,0,8.5,4,2,Shaheed Veer Narayan Singh International Stadium,1,0,0,0,0,58,35.66666667,28,58,28.28571429,29,8.151515152,0.090909091,1,3.636363636,9
569,Mustafizur Rahman,2,Delhi Daredevils,24,0,6,4,1,Shaheed Veer Narayan Singh International Stadium,0,0,0,0,0,27,9,13.5,27,24,24.92307692,6.737179487,0.076923077,1.230769231,3.769230769,9.5
569,B Kumar,2,Delhi Daredevils,33,0,8.25,4,0,Shaheed Veer Narayan Singh International Stadium,0,1,0,0,0,12,33.66666667,13.625,14.33333333,31.81578947,25.94444444,7.134259259,0.083333333,1.125,3.666666667,9
569,J Yadav,1,Sunrisers Hyderabad,37,0,9.25,4,0,Shaheed Veer Narayan Singh International Stadium,0,0,0,0,0,0,21.33333333,24,23.33333333,26.4,20.85714286,5.714285714,0,0.571428571,3.285714286,9
569,A Mishra,1,Sunrisers Hyderabad,21,0,7,3,1,Shaheed Veer Narayan Singh International Stadium,1,1,0,0,0,47,27,24.25,21.5,33.9,25.99099099,7.371621622,0.036036036,1.189189189,3.594594595,9.5
569,KV Sharma,2,Delhi Daredevils,25,0,8.333333333,3,1,Shaheed Veer Narayan Singh International Stadium,0,0,0,0,0,25,-1.333333333,25.16666667,48.5,30,23.77777778,7.803703704,0.022222222,0.911111111,3.111111111,9
569,NM Coulter-Nile,1,Sunrisers Hyderabad,36,0,9,4,2,Shaheed Veer Narayan Singh International Stadium,0,0,0,0,0,50,18,56.5,55,56.77777778,28.88235294,7.392156863,0.058823529,1.352941176,3.882352941,9
569,Z Khan,1,Sunrisers Hyderabad,26,0,6.5,4,0,Shaheed Veer Narayan Singh International Stadium,0,0,0,0,0,2,20.66666667,26.33333333,31.66666667,36.73333333,28.03448276,7.436781609,0.068965517,1.218390805,3.747126437,9.5
570,Sandeep Sharma,2,Rising Pune Supergiants,29,0,7.25,4,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,0,0,0,25,38,43.5,44.5,40.16,27.65116279,7.563953488,0.186046512,1.372093023,3.651162791,9.5
570,AB Dinda,1,Kings XI Punjab,16,0,5.333333333,3,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,0,0,0,29,35.66666667,19.09090909,45.33333333,33.84210526,27.13888889,8.170138889,0.041666667,1.111111111,3.402777778,10
570,A Zampa,1,Kings XI Punjab,32,0,8,4,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,0,0,0,25,90.33333333,25,98.66666667,98.66666667,23,6.95,0,2.4,3.4,9
570,KJ Abbott,2,Rising Pune Supergiants,25,0,8.333333333,3,0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,0,0,0,0,7,12.5,0,-2,35.4,11.16666667,0,0.4,3.2,9
570,DL Chahar,1,Kings XI Punjab,28,0,9.333333333,3,0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,0,0,0,0,8,2,8,5,5,20.5,7.916666667,0,0,2.5,9
570,MM Sharma,2,Rising Pune Supergiants,39,0,9.75,4,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,0,0,0,25,20,72.5,38.5,33.82352941,27.31147541,7.905737705,0,1.278688525,3.475409836,9
571,P Kumar,1,Mumbai Indians,24,0,6,4,2,Green Park,0,0,0,0,0,52,45.33333333,25.73333333,27,28.68965517,27.35135135,7.783033033,0.126126126,0.864864865,3.594594595,9.5
571,MJ McClenaghan,2,Gujarat Lions,38,0,9.5,4,0,Green Park,0,0,0,0,0,0,36.66666667,56,0,41.64285714,31.61538462,8.21474359,0,1.384615385,3.884615385,9
571,Harbhajan Singh,2,Gujarat Lions,36,0,9,4,1,Green Park,0,0,0,0,1,33,13.66666667,19.5,33,38.76119403,25.35772358,7.145663957,0.048780488,1.040650407,3.62601626,9
571,DS Kulkarni,1,Mumbai Indians,41,0,10.25,4,2,Green Park,1,0,0,0,0,56,38,41.83333333,57,33.94594595,25.96875,8.283854167,0.09375,1.140625,3.28125,8.5
571,JJ Bumrah,2,Gujarat Lions,42,0,10.5,4,1,Green Park,0,0,0,0,0,23,46,36.5,23,22.88235294,31,8.427419355,0.032258065,0.967741935,3.677419355,8.5
571,R Vinay Kumar,2,Gujarat Lions,17,1,5.666666667,3,2,Green Park,0,0,0,0,1,74,32.33333333,74,74,33.55769231,28.41584158,8.219471947,0.00990099,1.217821782,3.465346535,9.5
571,SB Jakati,1,Mumbai Indians,30,0,10,3,0,Green Park,1,0,0,0,0,6,29.33333333,27.33333333,23.5,27.47368421,25.07407407,8.00154321,0.018518519,0.925925926,3.222222222,8.5
572,B Kumar,1,Kolkata Knight Riders,31,0,7.75,4,2,Eden Gardens,0,0,0,0,0,50,23.33333333,33.18181818,39.5,41.88571429,26.01369863,7.142694064,0.082191781,1.136986301,3.671232877,9.5
572,Mustafizur Rahman,1,Kolkata Knight Riders,32,0,8,4,1,Eden Gardens,0,0,0,0,0,25,17.33333333,29,25,50.14285714,25.42857143,6.827380952,0.071428571,1.214285714,3.785714286,9
572,Kuldeep Yadav,2,Sunrisers Hyderabad,28,0,7,4,3,Eden Gardens,0,0,1,0,0,87,25,87,56,56,32.5,8.125,0,2,4,9.5
572,AS Rajpoot,2,Sunrisers Hyderabad,21,0,7,3,1,Eden Gardens,0,0,0,0,0,27,18,27,18,18,22.16666667,8.888888889,0,0.666666667,2.5,9.5
572,KV Sharma,1,Kolkata Knight Riders,39,0,13,3,0,Eden Gardens,0,0,0,0,0,-6,9,36.25,53,21.61111111,24.10869565,7.916666667,0.02173913,0.891304348,3.108695652,8.5
572,BB Sran,1,Kolkata Knight Riders,31,0,7.75,4,1,Eden Gardens,0,0,0,0,0,25,29.66666667,7,25,33.2,29.16666667,8.118055556,0.083333333,1,3.666666667,9
573,J Yadav,2,Royal Challengers Bangalore,8,0,8,1,0,Shaheed Veer Narayan Singh International Stadium,1,0,0,0,0,8,11.66666667,4,19.5,3.333333333,19.25,6,0,0.5,3,9
573,Z Khan,2,Royal Challengers Bangalore,30,0,7.5,4,1,Shaheed Veer Narayan Singh International Stadium,0,0,0,0,0,25,11,31.25,30,38.18604651,28.05681818,7.4375,0.068181818,1.215909091,3.75,9.5
573,YS Chahal,1,Delhi Daredevils,32,0,8,4,3,Shaheed Veer Narayan Singh International Stadium,0,0,1,0,0,85,80.66666667,50.4,85,36.42857143,28.975,7.989583333,0.025,1.4,3.725,9
573,CJ Jordan,1,Delhi Daredevils,10,0,5,2,1,Shaheed Veer Narayan Singh International Stadium,1,0,0,0,0,39,46,39,39,29,26.71428571,9.154761905,0,1,2.857142857,10
573,P Negi,2,Royal Challengers Bangalore,19,0,6.333333333,3,1,Shaheed Veer Narayan Singh International Stadium,0,0,0,0,0,27,0,10.2,38.5,17.09090909,24.625,8.6875,0,0.708333333,3,9.5
573,S Aravind,1,Delhi Daredevils,28,0,7,4,1,Shaheed Veer Narayan Singh International Stadium,0,0,0,0,0,27,53.66666667,25,27,33,27.73076923,8.333333333,0,1.576923077,3.461538462,9.5
573,A Mishra,2,Royal Challengers Bangalore,33,0,8.25,4,0,Shaheed Veer Narayan Singh International Stadium,0,0,0,0,0,0,25.33333333,34.18181818,14.33333333,37.91935484,26.05357143,7.379464286,0.035714286,1.178571429,3.598214286,9
574,SB Jakati,2,Royal Challengers Bangalore,45,0,15,3,0,M Chinnaswamy Stadium,1,0,0,0,0,2,15.66666667,27.77777778,19.33333333,29.72222222,25.43636364,8.128787879,0.018181818,0.909090909,3.218181818,8
574,YS Chahal,1,Gujarat Lions,42,0,10.5,4,1,M Chinnaswamy Stadium,0,0,0,0,0,23,75.33333333,49.66666667,46.10526316,35.81818182,29.29268293,8.050813008,0.024390244,1.390243902,3.731707317,8.5
574,DS Kulkarni,2,Royal Challengers Bangalore,14,1,3.5,4,4,M Chinnaswamy Stadium,0,0,0,0,2,142,48.33333333,42.8,57,37.60714286,25.78461538,8.21025641,0.107692308,1.184615385,3.292307692,10
574,CJ Jordan,1,Gujarat Lions,26,0,6.5,4,3,M Chinnaswamy Stadium,0,0,0,0,2,97,15.66666667,113.5,55.4,46,26.625,8.822916667,0,1.25,3,9.5
574,S Aravind,1,Gujarat Lions,13,0,4.333333333,3,0,M Chinnaswamy Stadium,1,0,0,0,0,14,44.33333333,34.5,48.46153846,31.64285714,27.18518519,8.185185185,0,1.518518519,3.444444444,10
574,P Kumar,2,Royal Challengers Bangalore,32,0,8,4,0,M Chinnaswamy Stadium,0,0,0,0,0,0,37.33333333,14.2,30.05555556,25.22222222,27.39285714,7.784970238,0.125,0.857142857,3.598214286,9
575,BB Sran,2,Kolkata Knight Riders,29,0,9.666666667,3,1,Feroz Shah Kotla,0,0,0,0,0,25,27,11.5,25,27.875,29.15384615,8.237179487,0.076923077,1,3.615384615,9
575,M Morkel,1,Sunrisers Hyderabad,31,0,7.75,4,2,Feroz Shah Kotla,0,0,0,0,1,58,10.33333333,45.16666667,45.05555556,41.56818182,29.84285714,7.714285714,0.042857143,1.257142857,3.885714286,9.5
575,Mustafizur Rahman,2,Kolkata Knight Riders,28,0,7,4,0,Feroz Shah Kotla,0,0,0,0,0,2,25.66666667,20,2,21.25,25.6,6.838888889,0.066666667,1.133333333,3.8,9.5
575,Kuldeep Yadav,1,Sunrisers Hyderabad,35,0,8.75,4,3,Feroz Shah Kotla,0,1,0,0,1,99,56,93,99,99,33.33333333,8.333333333,0,2.333333333,4,9
575,B Kumar,2,Kolkata Knight Riders,19,0,4.75,4,3,Feroz Shah Kotla,1,0,0,0,1,101,40,38.83333333,69,33.58974359,25.91891892,7.11036036,0.081081081,1.162162162,3.675675676,10
576,TA Boult,1,Gujarat Lions,39,0,9.75,4,1,Feroz Shah Kotla,1,1,0,0,1,53,42.66666667,53,53,54,34.375,8.59375,0,1.375,4,9
576,B Kumar,1,Gujarat Lions,27,0,6.75,4,2,Feroz Shah Kotla,1,0,0,0,1,68,54.33333333,90.66666667,68.66666667,42.61111111,25.93333333,7.105555556,0.08,1.173333333,3.68,9.5
576,P Kumar,2,Sunrisers Hyderabad,32,0,8,4,0,Feroz Shah Kotla,0,0,0,0,0,0,18,16,21.66666667,24.76363636,27.43362832,7.786873156,0.123893805,0.849557522,3.601769912,9
576,DS Kulkarni,2,Sunrisers Hyderabad,32,0,8,4,1,Feroz Shah Kotla,0,0,0,0,0,25,85.33333333,27.55555556,24.8,37.17241379,25.87878788,8.207070707,0.106060606,1.181818182,3.303030303,9
576,BB Sran,1,Gujarat Lions,28,0,9.333333333,3,0,Feroz Shah Kotla,0,0,0,0,0,0,36,17.33333333,12.5,27.66666667,29.07142857,8.31547619,0.071428571,0.928571429,3.571428571,9
576,S Kaushik,2,Sunrisers Hyderabad,22,0,5.5,4,2,Feroz Shah Kotla,0,0,0,0,0,54,-1.333333333,28,54,27,27.42857143,9.333333333,0,0.857142857,3.285714286,10
577,B Kumar,2,Royal Challengers Bangalore,25,0,6.25,4,1,M Chinnaswamy Stadium,0,0,0,0,0,27,73,32.27272727,37.16666667,33.425,25.92105263,7.094298246,0.078947368,1.171052632,3.684210526,9.5
577,Mustafizur Rahman,2,Royal Challengers Bangalore,37,0,9.25,4,2,M Chinnaswamy Stadium,0,0,0,0,0,50,18,42.33333333,51,24.44444444,26.3125,6.989583333,0.0625,1.1875,3.8125,9
577,CJ Jordan,1,Sunrisers Hyderabad,45,0,11.25,4,3,M Chinnaswamy Stadium,1,0,0,0,0,83,48,83,60,53.4,28.66666667,9.092592593,0,1.444444444,3.111111111,8.5
577,YS Chahal,1,Sunrisers Hyderabad,35,0,8.75,4,1,M Chinnaswamy Stadium,2,0,0,0,0,41,74.66666667,23.83333333,45.85,36.04347826,29.42857143,8.067460317,0.023809524,1.380952381,3.738095238,9
577,BB Sran,2,Royal Challengers Bangalore,41,0,13.66666667,3,1,M Chinnaswamy Stadium,0,0,0,0,1,27,16.66666667,32,27,27.77777778,29.86666667,8.672222222,0.066666667,0.933333333,3.533333333,8
577,S Aravind,1,Sunrisers Hyderabad,30,0,7.5,4,2,M Chinnaswamy Stadium,0,0,0,0,0,50,33,50,48.57142857,32.86666667,27.28571429,8.160714286,0,1.535714286,3.464285714,9.5
578,Rashid Khan,2,Royal Challengers Bangalore,36,0,9,4,2,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,1,58,0,58,58,58,36,9,0,2,4,9
578,S Aravind,1,Sunrisers Hyderabad,36,0,12,3,0,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,0,-4,30.33333333,23,-2,30.5625,27.5862069,8.293103448,0,1.482758621,3.448275862,8.5
578,YS Chahal,1,Sunrisers Hyderabad,22,0,5.5,4,1,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,0,29,49.66666667,24.57142857,7.666666667,35.75,29.25581395,8.007751938,0.023255814,1.372093023,3.744186047,9.5
578,TS Mills,1,Sunrisers Hyderabad,31,0,7.75,4,1,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,1,33,0,33,33,33,31,7.75,0,1,4,9
578,A Choudhary,1,Sunrisers Hyderabad,55,0,13.75,4,1,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,0,19,0,19,19,19,55,13.75,0,1,4,8
578,A Nehra,2,Royal Challengers Bangalore,42,0,10.5,4,2,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,1,56,56.66666667,53.69230769,26.125,35.30952381,28.19277108,7.745983936,0.024096386,1.361445783,3.638554217,8.5
578,B Kumar,2,Royal Challengers Bangalore,27,0,6.75,4,2,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,0,52,65.33333333,33.91666667,34.61111111,33.87804878,25.93506494,7.08982684,0.077922078,1.181818182,3.688311688,9.5
579,A Zampa,1,Mumbai Indians,26,0,8.666666667,3,1,Maharashtra Cricket Association Stadium,0,0,0,0,0,25,38.66666667,25,25,80.25,23.5,7.236111111,0,2.166666667,3.333333333,9
579,MJ McClenaghan,2,Rising Pune Supergiant,36,0,9,4,1,Maharashtra Cricket Association Stadium,0,0,0,0,0,25,28.33333333,25,26,40.53333333,31.77777778,8.24382716,0,1.37037037,3.888888889,9
579,Imran Tahir,1,Mumbai Indians,28,0,7,4,3,Maharashtra Cricket Association Stadium,0,0,0,0,3,105,45,51,91,51.5,31,8.488095238,0,1.619047619,3.666666667,9.5
579,TG Southee,2,Rising Pune Supergiant,34,0,8.5,4,1,Maharashtra Cricket Association Stadium,1,0,0,0,0,33,21.33333333,33,45.33333333,34.08333333,31.55555556,8.222222222,0.037037037,0.851851852,3.851851852,9
579,JJ Bumrah,2,Rising Pune Supergiant,29,0,7.25,4,0,Maharashtra Cricket Association Stadium,0,0,0,0,0,0,44.66666667,0,39.5,21.61111111,30.9375,8.390625,0.03125,0.9375,3.6875,9.5
579,AB Dinda,1,Mumbai Indians,57,0,14.25,4,1,Maharashtra Cricket Association Stadium,0,0,1,0,0,25,44.66666667,35.92307692,41.66666667,33.61538462,27.54794521,8.253424658,0.04109589,1.109589041,3.410958904,8
579,DL Chahar,1,Mumbai Indians,21,0,10.5,2,0,Maharashtra Cricket Association Stadium,0,0,0,0,0,-2,5,-2,-2,2.666666667,20.66666667,8.777777778,0,0,2.333333333,8.5
580,TA Boult,1,Gujarat Lions,40,0,10,4,1,Saurashtra Cricket Association Stadium,0,0,0,0,0,23,24,38,23,47.8,35,8.75,0,1.333333333,4,9
580,P Kumar,2,Kolkata Knight Riders,13,0,6.5,2,0,Saurashtra Cricket Association Stadium,0,0,0,0,0,2,17.33333333,20.6,10.33333333,24.35714286,27.30701754,7.775584795,0.122807018,0.842105263,3.587719298,9.5
580,S Kaushik,2,Kolkata Knight Riders,40,0,10,4,0,Saurashtra Cricket Association Stadium,0,0,0,0,0,-2,16,-1,36,19.75,29,9.416666667,0,0.75,3.375,8.5
580,DS Kulkarni,2,Kolkata Knight Riders,42,0,14,3,0,Saurashtra Cricket Association Stadium,0,0,0,0,0,-6,74.33333333,35.5,8.4,35.73333333,26.11940299,8.293532338,0.104477612,1.164179104,3.298507463,8
580,SB Jakati,2,Kolkata Knight Riders,30,0,10,3,0,Saurashtra Cricket Association Stadium,0,0,0,0,0,-2,16.33333333,22,-1.333333333,28.86486486,25.51785714,8.162202381,0.017857143,0.892857143,3.214285714,8.5
580,Kuldeep Yadav,1,Gujarat Lions,25,0,6.25,4,2,Saurashtra Cricket Association Stadium,2,0,0,0,1,76,70.33333333,76,76,87.5,31.25,7.8125,0,2.25,4,9.5
580,MS Gony,2,Kolkata Knight Riders,32,0,16,2,0,Saurashtra Cricket Association Stadium,0,0,0,0,0,-6,19.33333333,25.2,-6,25.30769231,29.25,9.356060606,0.068181818,0.886363636,3.363636364,8
581,B Stanlake,2,Delhi Daredevils,29,0,7.25,4,2,M.Chinnaswamy Stadium,1,0,0,0,1,66,0,66,66,66,29,7.25,0,2,4,9.5
581,P Negi,2,Delhi Daredevils,3,0,3,1,2,M.Chinnaswamy Stadium,0,0,0,0,1,58,9,54,58,20.5,23.76,8.46,0,0.76,2.92,10
581,A Mishra,1,Royal Challengers Bangalore,32,0,16,2,0,M.Chinnaswamy Stadium,0,0,0,0,0,-6,17.66666667,30.83333333,-6,33.11764706,26.10619469,7.455752212,0.03539823,1.168141593,3.584070796,8
581,Z Khan,1,Royal Challengers Bangalore,31,0,7.75,4,3,M.Chinnaswamy Stadium,0,0,0,0,0,79,9.666666667,36.55555556,79,37.65217391,28.08988764,7.441011236,0.06741573,1.235955056,3.752808989,9.5
581,PJ Cummins,1,Royal Challengers Bangalore,29,0,7.25,4,1,M.Chinnaswamy Stadium,0,0,0,0,1,33,9.666666667,16.5,33,33,31,8.65,0.2,0.8,3.6,9.5
581,S Nadeem,1,Royal Challengers Bangalore,13,0,3.25,4,1,M.Chinnaswamy Stadium,0,0,0,0,0,31,24.33333333,22.4,31,27.125,25.80851064,7.090425532,0.042553191,0.723404255,3.680851064,10
581,YS Chahal,2,Delhi Daredevils,19,0,4.75,4,1,M.Chinnaswamy Stadium,0,0,0,0,1,39,31,48.5,39,45.3,29.02272727,7.933712121,0.022727273,1.363636364,3.75,10
581,TS Mills,2,Delhi Daredevils,33,0,8.25,4,1,M.Chinnaswamy Stadium,0,0,0,0,1,33,33,33,33,33,32,8,0,1,4,9
582,T Natarajan,1,Rising Pune Supergiant,26,0,8.666666667,3,1,Holkar Cricket Stadium,0,0,0,0,0,25,0,25,25,25,26,8.666666667,0,1,3,9
582,Sandeep Sharma,1,Rising Pune Supergiant,33,0,8.25,4,2,Holkar Cricket Stadium,0,0,0,0,1,58,25,58,58,48.47368421,27.77272727,7.579545455,0.181818182,1.386363636,3.659090909,9
582,Swapnil Singh,1,Rising Pune Supergiant,14,0,7,2,1,Holkar Cricket Stadium,0,0,0,0,0,27,0,27,27,13.5,21.5,8.333333333,0,0.5,2.5,9.5
582,MM Sharma,1,Rising Pune Supergiant,34,0,8.5,4,0,Holkar Cricket Stadium,0,0,0,0,0,0,11,0,0,42.71428571,27.41935484,7.915322581,0,1.258064516,3.483870968,9
582,AB Dinda,2,Kings XI Punjab,26,0,8.666666667,3,1,Holkar Cricket Stadium,0,0,0,0,0,25,53,19.58333333,25,31.17142857,27.52702703,8.259009009,0.040540541,1.108108108,3.405405405,9
582,Imran Tahir,2,Kings XI Punjab,29,0,7.25,4,2,Holkar Cricket Stadium,0,0,0,0,1,58,50.33333333,51,58,44.25,30.90909091,8.431818182,0,1.636363636,3.681818182,9.5
582,RD Chahar,2,Kings XI Punjab,32,0,8,4,1,Holkar Cricket Stadium,0,0,0,0,0,25,0,25,25,25,32,8,0,1,4,9
583,A Nehra,1,Gujarat Lions,27,0,6.75,4,2,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,0,52,25.66666667,34,29,46.0952381,28.17857143,7.734126984,0.023809524,1.369047619,3.642857143,9.5
583,S Kaushik,2,Sunrisers Hyderabad,29,0,7.25,4,0,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,0,0,15.33333333,18.66666667,1,15.8,29,9.175925926,0,0.666666667,3.444444444,9.5
583,Basil Thampi,2,Sunrisers Hyderabad,21,0,10.5,2,0,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,0,-2,0,-2,-2,-2,21,10.5,0,0,2,8.5
583,DS Kulkarni,2,Sunrisers Hyderabad,17,0,8.5,2,0,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,0,0,53.66666667,24.8,31.66666667,34.58064516,25.98529412,8.296568627,0.102941176,1.147058824,3.279411765,9
583,Tejas Baroka,2,Sunrisers Hyderabad,33,0,8.25,4,0,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,0,0,0,0,0,0,33,8.25,0,0,4,9
583,B Kumar,1,Gujarat Lions,21,0,5.25,4,2,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,0,54,49,81.5,35.63157895,42.91891892,25.87179487,7.066239316,0.076923077,1.192307692,3.692307692,10
583,P Kumar,2,Sunrisers Hyderabad,16,0,8,2,1,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0,0,25,0.666666667,17.5,27.875,24.36842105,27.20869565,7.777536232,0.12173913,0.843478261,3.573913043,9
