all_rounder,match_id,home_team,opposition_team,venue,bat_inning,batsman_runs,balls,strike_rate,total_batting_points,bat_fp,total_points,batting_avg_inning_points,batting_avg_venue_points,batting_avg_oppo_points,avg_strike_rate,avg_batsman_runs,bowl_inning,total_bowler_runs,maiden,economy,overs,wickets,bowling_fp,bowl_fp_avg,bowl_opp_avg,bowl_ven_avg,bowl_inn_avg,bowl_run_avg,eco_avg,maiden_avg,wicket_avg,bowl_over_avg,rating
AD Mathews,132,Kolkata Knight Riders,Mumbai Indians,Brabourne Stadium,1,3,3,100,3,0,3,20.3333333333333,3,3,97.4489795918367,22.5,2,29,0,7.25,4,0,0,47.3333333333333,0,0,13.6666666666667,28,8.29166666666667,0,0.833333333333333,3.5,8
AD Mathews,138,Kolkata Knight Riders,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",1,19,13,146.153846153846,15,0,15,19,15,15,107.189952904239,21.8,2,26,0,6.5,4,1,35,1.33333333333333,35,35,19,27.7142857142857,8.03571428571429,0,0.857142857142857,3.57142857142857,8.5
AD Mathews,141,Kolkata Knight Riders,Delhi Daredevils,Feroz Shah Kotla,2,24,20,120,15,0,15,7.5,15,15,109.324960753532,22.1666666666667,1,11,0,5.5,2,0,4,13,4,4,36.5,25.625,7.71875,0,0.75,3.375,8.5
AD Mathews,145,Kolkata Knight Riders,Deccan Chargers,Eden Gardens,1,4,4,100,4,0,4,16,2,26,107.992823503028,19.5714285714286,2,25,0,6.25,4,1,27,13,31,55,20.6,25.5555555555556,7.55555555555555,0,0.777777777777778,3.44444444444444,8
AD Mathews,149,Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,1,17,13,130.769230769231,13,0,13,15.5,5.66666666666667,14,110.839874411303,19.25,2,32,0,10.6666666666667,3,0,-2,22,16.5,40.75,16.8333333333333,26.2,7.86666666666667,0,0.7,3.4,8.5
AD Mathews,154,Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,1,46,28,164.285714285714,39,0,39,18.8571428571429,14,27,116.778301064015,22.2222222222222,2,43,0,14.3333333333333,3,0,2,9.66666666666667,3,33,14.7142857142857,27.7272727272727,8.45454545454546,0,0.636363636363636,3.36363636363636,10
AD Mathews,157,Kolkata Knight Riders,Royal Challengers Bangalore,M Chinnaswamy Stadium,1,1,2,50,1,0,1,16.625,1,5.5,110.100470957614,20.1,2,25,0,8.33333333333333,3,1,25,9,56.3333333333333,25,16,27.5,8.44444444444444,0,0.666666666666667,3.33333333333333,8
AD Mathews,162,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",1,48,51,94.1176470588235,37,0,37,18.8888888888889,37,18.5,108.647486966815,22.6363636363636,2,15,0,15,1,0,0,8.33333333333333,0,0,14.2222222222222,26.5384615384615,8.94871794871795,0,0.615384615384615,3.15384615384615,8
AD Mathews,262,Pune Warriors,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",1,11,9,122.222222222222,5,0,5,17.5,10,11,109.778714904765,21.6666666666667,2,20,0,6.66666666666667,3,1,27,9,20,31,15.5,26.0714285714286,8.78571428571429,0,0.642857142857143,3.14285714285714,8.5
AD Mathews,269,Pune Warriors,Royal Challengers Bangalore,M Chinnaswamy Stadium,1,10,7,142.857142857143,7,0,7,16.5454545454545,4,6,112.32320936264,20.7692307692308,2,35,0,8.75,4,1,25,17.3333333333333,48.5,25,16.3636363636364,26.125,8.796875,0,0.6875,3.125,8.5
AD Mathews,271,Pune Warriors,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2,27,23,117.391304347826,24,0,24,13,30.5,20.3333333333333,112.685216147297,21.2142857142857,1,12,0,12,1,0,28,25.6666666666667,13.25,14,33.1666666666667,25.2941176470588,8.98529411764706,0,0.647058823529412,3,8.5
AD Mathews,274,Pune Warriors,Delhi Daredevils,Feroz Shah Kotla,1,6,2,300,3,0,3,15.4166666666667,9,19,125.172868404143,20.2,2,32,0,16,2,0,0,26,2,2,15,25.6666666666667,9.375,0,0.611111111111111,2.94444444444444,9.5
AD Mathews,294,Pune Warriors,Kolkata Knight Riders,Eden Gardens,2,35,28,125,30,0,30,17.25,17.2,30,125.162064128885,21.125,1,17,0,4.25,4,2,72,17.6666666666667,72,39.5,38.7142857142857,25.2105263157895,9.10526315789474,0,0.68421052631579,3,8.5
AD Mathews,299,Pune Warriors,Rajasthan Royals,Subrata Roy Sahara Stadium,1,11,12,91.6666666666667,11,0,11,15.0769230769231,11,11,123.191746631107,20.5294117647059,2,15,0,5,3,0,6,33.3333333333333,5,15.5,14.3076923076923,24.7,8.9,0,0.65,3,8
AD Mathews,303,Pune Warriors,Royal Challengers Bangalore,Subrata Roy Sahara Stadium,2,4,10,40,-2,0,-2,13.4,4.5,4,118.569982929379,19.6111111111111,1,14,0,4.66666666666667,3,1,31,26,45,20.6666666666667,37.75,24.1904761904762,8.6984126984127,0,0.666666666666667,3,8
AD Mathews,307,Pune Warriors,Rajasthan Royals,Sawai Mansingh Stadium,2,23,19,121.052631578947,20,0,20,14.5,20,15.5,118.700648647777,19.7894736842105,1,29,0,7.25,4,1,33,36.3333333333333,14.3333333333333,33,37.2222222222222,24.4090909090909,8.63257575757576,0,0.681818181818182,3.04545454545455,8.5
AD Mathews,325,Pune Warriors,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2,8,6,133.333333333333,5,0,5,13.1428571428571,5,5,119.432282882055,19.2,1,16,0,8,2,0,0,23.3333333333333,0,0,33.5,24.0434782608696,8.60507246376812,0,0.652173913043478,3,8.5
AD Mathews,329,Pune Warriors,Kings XI Punjab,Subrata Roy Sahara Stadium,1,4,4,100,1,0,1,14.0714285714286,3.33333333333333,8.5,118.506936078148,18.4761904761905,2,12,0,6,2,1,27,21.3333333333333,21.75,22.25,15.2142857142857,23.5416666666667,8.49652777777778,0,0.666666666666667,2.95833333333333,8
AD Mathews,335,Pune Warriors,Rajasthan Royals,Subrata Roy Sahara Stadium,2,1,1,100,1,0,1,11.625,2.75,10.6666666666667,117.665711710959,17.6818181818182,1,27,0,6.75,4,0,10,20,13.25,19.8,31.3636363636364,23.68,8.42666666666667,0,0.64,3,8
AD Mathews,337,Pune Warriors,Mumbai Indians,Wankhede Stadium,2,19,19,100,16,0,16,12.1111111111111,16,9.5,116.897637288743,17.7391304347826,1,29,0,7.25,4,0,0,12.3333333333333,0,0,28.75,23.8846153846154,8.38141025641026,0,0.615384615384615,3.03846153846154,8
AD Mathews,344,Pune Warriors,Sunrisers Hyderabad,Subrata Roy Sahara Stadium,2,20,24,83.3333333333333,17,0,17,12.6,5.6,11,115.499124623935,17.8333333333333,1,29,0,7.25,4,0,0,12.3333333333333,0,16.5,26.5384615384615,24.0740740740741,8.33950617283951,0,0.592592592592593,3.07407407407407,8
AD Mathews,368,Pune Warriors,Royal Challengers Bangalore,Subrata Roy Sahara Stadium,2,32,20,160,31,0,31,14.2727272727273,9.83333333333333,9.4,117.279159638977,18.4,1,23,0,11.5,2,0,-4,3.33333333333333,36.8333333333333,13.5714285714286,24.3571428571429,24.0357142857143,8.45238095238095,0,0.571428571428571,3.03571428571429,8.5
AD Mathews,372,Pune Warriors,Rajasthan Royals,Sawai Mansingh Stadium,1,18,15,120,12,0,12,13.9333333333333,16,11,117.38380734517,18.3846153846154,2,34,0,11.3333333333333,3,1,21,-1.33333333333333,14.8,27,15.6,24.3793103448276,8.55172413793103,0,0.586206896551724,3.03448275862069,8.5
AD Mathews,378,Pune Warriors,Kolkata Knight Riders,Subrata Roy Sahara Stadium,2,40,28,142.857142857143,34,0,34,15.9166666666667,13.2857142857143,32,118.327264215984,19.1851851851852,1,31,0,7.75,4,0,16,5.66666666666667,44,13.875,23.8,24.6,8.525,0,0.566666666666667,3.06666666666667,10
AD Mathews,380,Pune Warriors,Mumbai Indians,Subrata Roy Sahara Stadium,1,0,2,0,-2,0,-2,12.9375,11.375,5.66666666666667,114.101290493985,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
AD Mathews,393,Pune Warriors,Delhi Daredevils,Subrata Roy Sahara Stadium,1,30,22,136.363636363636,30,0,30,13.9411764705882,13.4444444444444,21.75,114.868957592938,18.8965517241379,2,14,0,4.66666666666667,3,3,93,20.6666666666667,24.75,22.6666666666667,20.7058823529412,24.28125,8.3984375,0,0.65625,3.0625,8.5
AD Mathews,462,Delhi Daredevils,Kolkata Knight Riders,Feroz Shah Kotla,1,28,22,127.272727272727,19,0,19,14.2222222222222,12.3333333333333,27.6666666666667,115.282416582265,19.2,2,33,0,11,3,0,-2,44.6666666666667,27.75,0.666666666666667,19.4444444444444,24.5454545454545,8.47727272727273,0,0.636363636363636,3.06060606060606,8.5
AD Mathews,466,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,1,17,9,188.888888888889,8,0,8,13.8947368421053,11.25,6.25,117.656818914736,19.1290322580645,2,15,0,7.5,2,2,50,38.6666666666667,16.6666666666667,13,21.0526315789474,24.2647058823529,8.44852941176471,0,0.676470588235294,3.02941176470588,9.5
AD Mathews,473,Delhi Daredevils,Rajasthan Royals,Feroz Shah Kotla,1,27,15,180,21,0,21,14.25,13.2,13,119.605043323651,19.375,2,42,0,10.5,4,1,31,47,17.5,16.6,21.55,24.7714285714286,8.50714285714286,0,0.685714285714286,3.05714285714286,8.5
AD Mathews,477,Delhi Daredevils,Kings XI Punjab,Maharashtra Cricket Association Stadium,2,6,4,150,3,0,3,14.9230769230769,3,7.4,120.526102616874,18.969696969697,1,23,0,7.66666666666667,3,1,33,26.3333333333333,24,33,24.375,24.7222222222222,8.4837962962963,0,0.694444444444444,3.05555555555556,8.5
AD Mathews,480,Delhi Daredevils,Sunrisers Hyderabad,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,15,11,136.363636363636,14,0,14,14.2380952380952,14,12,120.991912432955,18.8529411764706,2,38,0,9.5,4,1,41,38,13.6666666666667,41,22.4761904761905,25.0810810810811,8.51126126126126,0,0.702702702702703,3.08108108108108,8.5
AD Mathews,483,Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,1,0,1,0,-2,0,-2,13.5,10.6666666666667,7.5,117.535000649156,18.3142857142857,2,3,0,3,1,0,0,35,31.5714285714286,13.8333333333333,21.4545454545455,24.5,8.36622807017544,0,0.68421052631579,3.02631578947368,9
AD Mathews,493,Delhi Daredevils,Rajasthan Royals,Brabourne Stadium,2,16,19,84.2105263157895,10,0,10,14.5714285714286,6.5,12.5,116.609320806563,18.25,1,27,0,6.75,4,1,27,17,18.8571428571429,13.5,23.7222222222222,24.425,8.275,0,0.675,3.05,8
AD Mathews,496,Delhi Daredevils,Mumbai Indians,Wankhede Stadium,1,12,10,120,9,0,9,13.304347826087,12.5,6.8,116.700960784764,18.0810810810811,2,33,0,8.25,4,1,25,12.3333333333333,18.75,12.5,21.6086956521739,24.6341463414634,8.27439024390244,0,0.682926829268293,3.07317073170732,8.5
AD Mathews,499,Delhi Daredevils,Kolkata Knight Riders,Eden Gardens,2,22,15,146.666666666667,15,0,15,14.6,16.8333333333333,24.5,117.489531992182,18.1842105263158,1,13,0,6.5,2,0,10,20.6666666666667,24.2,35.2857142857143,23,24.3571428571429,8.23214285714286,0,0.666666666666667,3.04761904761905,8.5
AD Mathews,512,Delhi Daredevils,Royal Challengers Bangalore,M Chinnaswamy Stadium,1,1,3,33.3333333333333,1,0,1,12.7916666666667,3,6.57142857142857,115.331680744519,17.7435897435897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
AD Mathews,595,Delhi Daredevils,Kolkata Knight Riders,Feroz Shah Kotla,1,1,4,25,1,0,1,12.32,9.28571428571429,19.8,113.073388725906,17.325,2,15,0,7.5,2,0,0,20.6666666666667,20.1666666666667,11.625,20.7083333333333,24.1395348837209,8.21511627906977,0,0.651162790697674,3.02325581395349,9
AD Mathews,598,Delhi Daredevils,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2,31,24,129.166666666667,26,0,26,15.3125,15.5,15.5,113.465907700071,17.6585365853659,1,41,0,13.6666666666667,3,0,-6,11.6666666666667,8.75,-3,21.55,24.5227272727273,8.33901515151515,0,0.636363636363636,3.02272727272727,8.5
AD Russell,312,Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,2,31,16,193.75,29,-2,27,27,27,27,193.75,31,1,41,0,10.25,4,0,-2,0,-2,-2,-1,40,10,0,0,4,9.5
AD Russell,321,Delhi Daredevils,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2,16,11,145.454545454545,12,0,12,19.5,12,12,169.602272727273,23.5,1,30,0,7.5,4,0,0,5.66666666666667,0,0,4.25,40.25,10.0625,0,0.25,4,8.5
AD Russell,323,Delhi Daredevils,Kolkata Knight Riders,Eden Gardens,1,4,8,50,4,0,4,4,4,4,129.734848484848,17,2,24,0,8,3,0,0,5.66666666666667,0,0,0,37,9.65,0,0.2,3.8,8
AD Russell,326,Delhi Daredevils,Rajasthan Royals,Feroz Shah Kotla,2,7,7,100,7,-2,5,14.6666666666667,16,5,122.301136363636,14.5,1,31,0,10.3333333333333,3,0,-2,6.33333333333333,-2,-2,3,36,9.76388888888889,0,0.166666666666667,3.66666666666667,8
AD Russell,419,Kolkata Knight Riders,Chennai Super Kings,JSCA International Stadium Complex,2,1,5,20,1,19,20,16,20,16,101.840909090909,11.8,1,25,0,12.5,2,1,19,2,9.5,19,6,31.75,10.5104166666667,0,0.25,3.125,9
AD Russell,424,Kolkata Knight Riders,Rajasthan Royals,"Sardar Patel Stadium, Motera",2,1,3,33.3333333333333,1,25,26,18,26,15.5,90.4229797979797,10,1,27,0,9,3,1,25,8.33333333333333,11.5,25,8.375,31.2222222222222,10.3425925925926,0,0.333333333333333,3.11111111111111,8
AD Russell,459,Kolkata Knight Riders,Kings XI Punjab,Maharashtra Cricket Association Stadium,2,66,36,183.333333333333,47,66,113,33.8333333333333,113,113,103.695887445887,18,1,39,0,9.75,4,2,66,17.3333333333333,42.5,66,14.7777777777778,32,10.2833333333333,0,0.5,3.2,10
AD Russell,464,Kolkata Knight Riders,Sunrisers Hyderabad,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,19,10,190,16,25,41,34.8571428571429,41,41,114.483901515151,18.125,1,6,0,6,1,1,25,31,25,25,14.5454545454545,28.9166666666667,9.65277777777778,0,0.5,3,9.5
AD Russell,471,Kolkata Knight Riders,Royal Challengers Bangalore,Eden Gardens,1,41,17,241.176470588235,27,0,27,15.5,15.5,27,128.560853634383,20.6666666666667,2,16,0,8,2,0,0,9.66666666666667,-1,0.666666666666667,0,27.4285714285714,9.3452380952381,0,0.428571428571429,2.92857142857143,9.5
AD Russell,485,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2,4,4,100,4,52,56,37.5,34,29.3333333333333,125.704768270945,19,1,26,0,6.5,4,2,52,9,23.6666666666667,26,16.4615384615385,27.3333333333333,9.15555555555556,0,0.533333333333333,3,8
AD Russell,486,Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,2,55,33,166.666666666667,43,64,107,45.2222222222222,46,48.75,129.42857721601,22.2727272727273,1,20,0,5,4,2,64,18,33.75,16.5,19.8571428571429,26.875,8.89583333333333,0,0.625,3.0625,10
AD Russell,490,Kolkata Knight Riders,Royal Challengers Bangalore,M Chinnaswamy Stadium,1,45,17,264.705882352941,31,31,62,31,62,38.6666666666667,140.701685977421,24.1666666666667,2,22,0,11,2,1,31,38.6666666666667,9.66666666666667,31,10.3333333333333,26.5882352941176,9.01960784313726,0,0.647058823529412,3,9.5
AD Russell,495,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,1,1,3,33.3333333333333,1,31,32,31.25,42.5,36.5,132.442581927876,22.3846153846154,2,10,0,5,2,1,31,49,28,19.4,15.5,25.6666666666667,8.7962962962963,0,0.666666666666667,2.94444444444444,8
AD Russell,499,Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,1,5,6,83.3333333333333,2,43,45,34,43,45,128.934778456837,21.1428571428571,2,24,0,6,4,1,43,42,22.5,23.3333333333333,21,25.578947368421,8.64912280701754,0,0.68421052631579,3,8
AD Russell,501,Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,2,51,23,221.739130434783,38,19,57,46.4,45.3333333333333,85,135.121735255367,23.1333333333333,1,50,0,12.5,4,1,19,35,34.6666666666667,22.7142857142857,19.8,26.8,8.84166666666667,0,0.7,3.05,10
AD Russell,508,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2,2,4,50,2,8,10,43.0909090909091,10,10,129.801626801906,21.8125,1,37,0,9.25,4,0,8,31,6,8,19.0625,27.2857142857143,8.86111111111111,0,0.666666666666667,3.0952380952381,8
AD Russell,511,Kolkata Knight Riders,Rajasthan Royals,Brabourne Stadium,2,37,22,168.181818181818,27,79,106,48.3333333333333,106,45.6666666666667,132.059285118372,22.7058823529412,1,32,0,8,4,3,79,23.3333333333333,34,79,22.5882352941176,27.5,8.8219696969697,0,0.772727272727273,3.13636363636364,8.5
AD Russell,522,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,1,36,18,200,31,19,50,36.6666666666667,46,30,135.833769278462,23.4444444444444,2,52,0,13,4,1,19,58,9.25,29.4444444444444,20.6666666666667,28.375,8.96180555555556,0,0.875,3.16666666666667,9.5
AD Russell,525,Kolkata Knight Riders,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2,2,5,40,2,56,58,49.0769230769231,58,43.6666666666667,130.789886684859,22.3157894736842,1,19,0,4.75,4,2,56,61.6666666666667,37.3333333333333,28,27.7368421052632,28,8.79333333333333,0,0.92,3.2,8
AD Russell,537,Kolkata Knight Riders,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,2,17,12,141.666666666667,13,0,13,46.5,63,13,131.333725683949,22.05,1,16,0,8,2,0,0,27,0,33,25.3809523809524,27.1851851851852,9.10493827160494,0,0.851851851851852,3.07407407407407,8.5
AD Russell,541,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,1,22,16,137.5,15,0,15,33.5714285714286,12.5,25,131.627357794238,22.047619047619,2,28,0,9.33333333333333,3,0,0,20.6666666666667,7.4,4,17.7142857142857,27.2142857142857,9.11309523809524,0,0.821428571428571,3.07142857142857,8.5
AD Russell,543,Kolkata Knight Riders,Delhi Daredevils,Feroz Shah Kotla,2,17,14,121.428571428571,8,118,126,51.8,52.6666666666667,85.5,131.163776595798,21.8181818181818,1,26,0,6.5,4,4,118,2,62.5,24.8,29.5909090909091,27.1724137931034,9.02298850574713,0,0.931034482758621,3.10344827586207,8.5
AD Russell,547,Kolkata Knight Riders,Royal Challengers Bangalore,M Chinnaswamy Stadium,2,39,27,144.444444444444,30,35,65,52.625,63.5,45.25,131.741196937044,22.5652173913043,1,24,0,6,4,1,35,39.3333333333333,16,33,29.8260869565217,27.0666666666667,8.92222222222222,0,0.933333333333333,3.13333333333333,10
AD Russell,549,Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,1,16,13,123.076923076923,10,180,190,53.125,64,120,131.380185526205,22.2916666666667,2,20,0,5,4,6,192,51,60.4,45.7,39.5,26.8387096774194,8.79569892473118,0,1.09677419354839,3.16129032258064,8.5
AD Russell,565,Kolkata Knight Riders,Royal Challengers Bangalore,Eden Gardens,1,39,20,195,34,-2,32,50.7777777777778,60.4444444444444,42.6,133.924978105157,22.96,2,32,0,10.6666666666667,3,0,-2,82.6666666666667,12.4,39.3076923076923,34.1,26.3529411764706,8.70098039215687,0,1.05882352941176,3.11764705882353,9.5
AD Russell,638,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,2,49,20,245,35,56,91,54.8823529411765,63.5,55.5,138.197094331882,23.9615384615385,1,32,0,10.6666666666667,3,2,48,18,40,39.9285714285714,30.52,26.5142857142857,8.75714285714286,0,1.08571428571429,3.11428571428571,9.5
AD Russell,642,Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,1,48,17,282.352941176471,34,52,86,54.3,65.5454545454546,111.5,143.53619977057,24.8518518518518,2,21,0,7,3,2,52,25,59,40.7333333333333,35.7272727272727,26.3611111111111,8.70833333333334,0,1.11111111111111,3.11111111111111,9.5
AD Russell,646,Kolkata Knight Riders,Delhi Capitals,Feroz Shah Kotla,1,62,29,213.793103448276,46,33,79,56.5454545454545,59.25,79,146.045374901917,26.1785714285714,2,28,0,9.33333333333333,3,1,25,32.6666666666667,25,24.8333333333333,34.8333333333333,26.4054054054054,8.72522522522523,0,1.10810810810811,3.10810810810811,10
AD Russell,653,Kolkata Knight Riders,Royal Challengers Bangalore,M.Chinnaswamy Stadium,2,48,16,300,34,0,34,53.7222222222222,34,41.1666666666667,151.354155077713,26.9310344827586,1,16,0,16,1,0,0,41.6666666666667,10.3333333333333,0,29.3461538461538,26.1315789473684,8.91666666666667,0,1.07894736842105,3.05263157894737,9.5
AD Russell,659,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",1,50,46,108.695652173913,34,0,34,54.6666666666667,34,45.8,149.93220498092,27.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5
AD Russell,662,Kolkata Knight Riders,Delhi Capitals,Eden Gardens,1,45,22,204.545454545455,34,25,59,55,65,69,151.693922708808,28.258064516129,2,29,0,9.66666666666667,3,1,25,25.6666666666667,25,39.75,34.0769230769231,26.2051282051282,8.93589743589744,0,1.07692307692308,3.05128205128205,9.5
AD Russell,665,Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,1,10,4,250,4,0,4,51.3571428571429,60.3076923076923,38.8333333333333,154.765987624158,27.6875,2,16,0,16,1,0,0,16.6666666666667,27,37.4117647058824,31.6428571428571,25.95,9.1125,0,1.05,3,9.5
AD Russell,672,Kolkata Knight Riders,Royal Challengers Bangalore,Eden Gardens,2,15,13,115.384615384615,6,14,20,51.9473684210526,57.4285714285714,38.1428571428571,153.572612707808,27.3030303030303,1,10,0,5,2,0,6,8.33333333333333,9.71428571428571,35.6666666666667,28.4814814814815,25.5609756097561,9.01219512195122,0,1.02439024390244,2.97560975609756,8.5
AD Russell,674,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",1,88,36,244.444444444444,66,0,66,52.3333333333333,42,42.7142857142857,156.245313641238,29.0882352941176,2,35,0,8.75,4,0,0,10.3333333333333,22.5,17.3333333333333,29.5333333333333,25.7857142857143,9.00595238095238,0,1,3,10
AD Russell,679,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,1,9,5,180,6,2,8,49.5625,54.1333333333333,46,156.924018965774,28.5142857142857,2,39,0,13,3,0,-6,2,30.8,33.4736842105263,27.3125,26.093023255814,9.09883720930233,0,0.976744186046512,3,8.5
AD Russell,682,Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,1,41,12,341.666666666667,33,35,68,50.6470588235294,55,79.6666666666667,162.055759179688,28.8611111111111,2,25,0,12.5,2,1,19,0,53.8,32.75,26.8235294117647,26.0681818181818,9.17613636363636,0,0.977272727272727,2.97727272727273,9.5
AD Russell,687,Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,1,10,8,125,4,-6,-2,47.7222222222222,51.6470588235294,88.8,161.054252174832,28.3513513513514,2,31,0,15.5,2,0,-6,4.33333333333333,49.7142857142857,30.9047619047619,25,26.1777777777778,9.31666666666667,0,0.955555555555556,2.95555555555556,8.5
AD Russell,695,Kolkata Knight Riders,Delhi Daredevils,Feroz Shah Kotla,2,44,32,137.5,29,25,54,52.05,58.2,73.25,160.434403433389,28.7631578947368,1,28,0,9.33333333333333,3,1,25,2.33333333333333,49,24.8571428571429,28.3571428571429,26.2173913043478,9.31702898550725,0,0.956521739130435,2.95652173913043,10
AD Russell,698,Kolkata Knight Riders,Royal Challengers Bangalore,M.Chinnaswamy Stadium,2,0,1,0,-2,85,83,53.5238095238095,58.5,43.75,156.32070078125,28.025641025641,1,31,0,10.3333333333333,3,3,77,12.6666666666667,18.125,38.5,30.0344827586207,26.3191489361702,9.3386524822695,0,1,2.95744680851064,9
AD Russell,706,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2,9,10,90,6,52,58,53.7272727272727,27.6666666666667,33.25,154.662683261719,27.55,1,12,0,6,2,2,52,34,14.8333333333333,20,29.7741935483871,25.734693877551,9.32482993197279,0,1,2.89795918367347,8
AD Russell,710,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2,2,4,50,2,8,10,51.8260869565217,49.3333333333333,28.6,152.109934889482,26.9268292682927,1,16,0,8,2,0,0,43,12.7142857142857,28.2173913043478,28.84375,25.54,9.29833333333333,0,0.98,2.88,8
AD Russell,713,Kolkata Knight Riders,Kings XI Punjab,Holkar Cricket Stadium,1,31,15,206.666666666667,26,77,103,50.6315789473684,103,91.1666666666667,153.408904693701,27.0238095238095,2,41,0,10.25,4,3,77,17.3333333333333,53.125,77,27.7368421052632,25.843137254902,9.31699346405229,0,1.01960784313725,2.90196078431373,9.5
AD Russell,718,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2,11,5,220,5,56,61,52.2083333333333,49.9473684210526,49.5,154.957534817103,26.6511627906977,1,13,0,4.33333333333333,3,2,56,43,39.5,29.375,29.6666666666667,25.5961538461538,9.22115384615385,0,1.03846153846154,2.90384615384615,9.5
AD Russell,723,Kolkata Knight Riders,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2,4,4,100,1,39,40,51.72,49,45,153.708499934896,26.1363636363636,1,31,0,10.3333333333333,3,1,23,44.3333333333333,29.5,26.3333333333333,29.4705882352941,25.6981132075472,9.24213836477987,0,1.0377358490566,2.90566037735849,8
