all_rounder,match_id,home_team,opposition_team,venue,bat_inning,batsman_runs,balls,strike_rate,total_batting_points,bat_fp,total_points,batting_avg_inning_points,batting_avg_venue_points,batting_avg_oppo_points,avg_strike_rate,avg_batsman_runs,bowl_inning,total_bowler_runs,maiden,economy,overs,wickets,bowling_fp,bowl_fp_avg,bowl_opp_avg,bowl_ven_avg,bowl_inn_avg,bowl_run_avg,eco_avg,maiden_avg,wicket_avg,bowl_over_avg,rating
BA Stokes,680,Rajasthan Royals,Royal Challengers Bangalore,M.Chinnaswamy Stadium,1,27,22,122.727272727273,18,39,57,54.4545454545455,57,53.6666666666667,124.677561579216,23.4,2,32,0,10.6666666666667,3,1,23,14,36,23,31.6,27.9,8.4125,0.05,1.05,3.3,8.5
BA Stokes,684,Rajasthan Royals,Kolkata Knight Riders,Sawai Mansingh Stadium,1,14,11,127.272727272727,11,8,19,51.5,28.1666666666667,20,124.801140897955,22.9523809523809,2,25,0,8.33333333333333,3,0,0,21.6666666666667,9,18,28.7272727272727,27.7619047619048,8.40873015873016,0.047619047619048,1,3.28571428571429,8.5
BA Stokes,686,Rajasthan Royals,Chennai Super Kings,Maharashtra Cricket Association Stadium,2,45,38,118.421052631579,37,2,39,38.5,26,63.6666666666667,124.511136885847,23.9545454545455,1,39,0,13,3,0,-6,7,20.3333333333333,12.1666666666667,19.9090909090909,28.2727272727273,8.61742424242424,0.045454545454546,0.954545454545455,3.27272727272727,8.5
BA Stokes,690,Rajasthan Royals,Mumbai Indians,Sawai Mansingh Stadium,2,40,29,137.931034482759,34,-2,32,37.9090909090909,28.7142857142857,57.3333333333333,125.094610694408,24.6521739130435,1,31,0,10.3333333333333,3,0,-2,5.66666666666667,29.6666666666667,14.6666666666667,18.0833333333333,28.3913043478261,8.69202898550725,0.043478260869565,0.91304347826087,3.26086956521739,10
BA Stokes,697,Rajasthan Royals,Sunrisers Hyderabad,Sawai Mansingh Stadium,2,0,3,0,-2,10,8,35.4166666666667,26.125,36,119.882335248808,23.625,1,20,0,6.66666666666667,3,0,2,-2.66666666666667,19.6,12.8571428571429,16.8461538461538,28.0416666666667,8.60763888888889,0.041666666666667,0.875,3.25,9
BA Stokes,701,Rajasthan Royals,Delhi Daredevils,Feroz Shah Kotla,2,1,3,33.3333333333333,1,8,9,33.3846153846154,54.5,36.5,116.420375172189,22.72,1,28,0,9.33333333333333,3,0,0,-2,24.3333333333333,25,15.6428571428571,28.04,8.63666666666667,0.04,0.84,3.24,8
BA Stokes,707,Rajasthan Royals,Kings XI Punjab,Holkar Cricket Stadium,1,12,9,133.333333333333,6,25,31,49.9230769230769,42,44.3333333333333,117.070873563002,22.3076923076923,2,22,0,7.33333333333333,3,1,25,0,25.5,12.5,28.4166666666667,27.8076923076923,8.58653846153846,0.038461538461539,0.846153846153846,3.23076923076923,8.5
BA Stokes,709,Rajasthan Royals,Kings XI Punjab,Sawai Mansingh Stadium,1,14,11,127.272727272727,11,27,38,49.0714285714286,27.4444444444444,42.75,117.448719996696,22,2,13,0,6.5,2,1,27,9,25.8,14.625,28.3076923076923,27.2592592592593,8.50925925925926,0.037037037037037,0.851851851851852,3.18518518518519,8.5
BA Stokes,712,Rajasthan Royals,Chennai Super Kings,Sawai Mansingh Stadium,2,11,7,157.142857142857,5,25,30,33.1428571428571,27.7,55.25,118.866367751916,21.6071428571429,1,31,0,7.75,4,1,25,17.3333333333333,21.5,15.7777777777778,16.2666666666667,27.3928571428571,8.48214285714286,0.035714285714286,0.857142857142857,3.21428571428571,8.5
BA Stokes,718,Rajasthan Royals,Kolkata Knight Riders,Eden Gardens,1,11,13,84.6153846153846,11,97,108,53,73,42,117.685299367897,21.2413793103448,2,15,1,3.75,4,3,97,34.6666666666667,31,62,33.2142857142857,26.9333333333333,8.25833333333333,0.066666666666667,0.966666666666667,3.26666666666667,8
BA Stokes,732,Rajasthan Royals,Mumbai Indians,Sawai Mansingh Stadium,2,0,2,0,-2,0,-2,30.8,25,42.5,113.762456055634,20.5333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
BA Stokes,736,Rajasthan Royals,Delhi Capitals,Sawai Mansingh Stadium,1,8,8,100,5,0,5,50,23.3333333333333,5,113.318505860291,20.1290322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
BA Stokes,739,Rajasthan Royals,Kolkata Knight Riders,Eden Gardens,2,11,10,110,5,0,5,29.1875,50.3333333333333,34.6,113.214802552157,19.84375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5
BA Stokes,782,Rajasthan Royals,Sunrisers Hyderabad,Dubai International Cricket Stadium,2,5,6,83.3333333333333,2,0,2,27.5882352941176,2,30.3333333333333,112.30930348492,19.3939393939394,1,7,0,7,1,0,0,58,16.3333333333333,0,17.4117647058823,26.2903225806452,8.21774193548387,0.064516129032258,0.935483870967742,3.19354838709677,8
BA Stokes,786,Rajasthan Royals,Delhi Capitals,Dubai International Cricket Stadium,2,41,35,117.142857142857,27,-4,23,27.3333333333333,12.5,14,112.4514668278,20.0294117647059,1,24,0,12,2,0,-4,49.6666666666667,-4,-2,16.2222222222222,26.21875,8.3359375,0.0625,0.90625,3.15625,8.5
BB Samantray,289,Deccan Chargers,Pune Warriors,Barabati Stadium,1,2,2,100,2,0,2,2,2,2,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
BB Samantray,331,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,1,2,2,100,2,0,2,2,2,2,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
BB Samantray,344,Sunrisers Hyderabad,Pune Warriors,Subrata Roy Sahara Stadium,1,37,37,100,29,0,29,11,29,15.5,100,13.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5
BB Samantray,347,Sunrisers Hyderabad,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",2,10,12,83.3333333333333,7,0,7,7,7,7,95.8333333333333,12.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
BB Samantray,381,Sunrisers Hyderabad,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",1,0,1,0,-2,0,-2,7.75,-2,2.5,76.6666666666667,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
BB Samantray,390,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",1,55,48,114.583333333333,42,0,42,14.6,24.5,42,82.986111111111,17.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
BB Samantray,394,Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",2,5,2,250,2,0,2,4.5,17,2,106.845238095238,15.8571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5
BB Samantray,396,Sunrisers Hyderabad,Rajasthan Royals,Feroz Shah Kotla,1,14,12,116.666666666667,8,0,8,13.5,8,25,108.072916666667,15.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5
BCJ Cutting,439,Rajasthan Royals,Delhi Daredevils,"Sardar Patel Stadium, Motera",1,8,6,133.333333333333,5,0,5,5,5,5,133.333333333333,8,2,31,0,7.75,4,2,78,0,78,78,78,31,7.75,0,2,4,8.5
BCJ Cutting,563,Sunrisers Hyderabad,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,18,11,163.636363636364,16,0,16,16,16,16,148.484848484849,13,1,11,0,5.5,2,0,4,78,4,4,4,21,6.625,0,1,3,8.5
BCJ Cutting,575,Sunrisers Hyderabad,Kolkata Knight Riders,Feroz Shah Kotla,1,0,1,0,-2,0,-2,1.5,-2,-2,98.989898989899,8.66666666666667,2,14,0,4.66666666666667,3,1,31,41,31,31,54.5,18.6666666666667,5.97222222222222,0,1,3,9
BCJ Cutting,576,Sunrisers Hyderabad,Gujarat Lions,Feroz Shah Kotla,2,8,7,114.285714285714,5,0,5,10.5,1.5,5,102.813852813853,8.5,1,20,0,6.66666666666667,3,2,52,37.6666666666667,52,41.5,28,19,6.14583333333333,0,1.25,3,8.5
BCJ Cutting,577,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,1,39,18,216.666666666667,28,0,28,10.3333333333333,28,28,125.584415584416,14.6,2,35,0,8.75,4,2,50,29,50,50,53,22.2,6.66666666666667,0,1.4,3.2,9.5
BCJ Cutting,578,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",1,16,6,266.666666666667,10,0,10,10.25,10,19,149.098124098124,14.8333333333333,2,35,0,8.75,4,1,25,44.3333333333333,37.5,25,46,24.3333333333333,7.01388888888889,0,1.33333333333333,3.33333333333333,9.5
BCJ Cutting,587,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,1,20,11,181.818181818182,14,0,14,11,14,14,153.772418058132,15.5714285714286,2,18,0,9,2,0,0,25,0,0,36.8,24.125,7.59375,0,1,3.125,8.5
BCJ Cutting,591,Sunrisers Hyderabad,Kolkata Knight Riders,Eden Gardens,2,15,10,150,11,0,11,10.6666666666667,11,4.5,153.300865800866,15.5,1,41,0,10.25,4,1,23,8.33333333333333,27,23,19.75,26,7.88888888888889,0,1,3.22222222222222,8.5
BCJ Cutting,639,Mumbai Indians,Delhi Capitals,Wankhede Stadium,2,3,4,75,3,0,3,8.75,8.5,3,144.60076960077,14.1111111111111,1,27,0,13.5,2,1,19,7.66666666666667,19,9.5,19.6,26.1,8.45,0,1,3.1,8
BCJ Cutting,676,Mumbai Indians,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",1,9,9,100,6,0,6,10.1666666666667,8,6,140.140692640693,13.6,2,40,0,10,4,0,-2,14,-2,7.66666666666667,30.3333333333333,27.3636363636364,8.59090909090909,0,0.909090909090909,3.18181818181818,8
BCJ Cutting,700,Mumbai Indians,Royal Challengers Bangalore,M.Chinnaswamy Stadium,2,12,6,200,6,0,6,8.2,6,14.6666666666667,145.582447855175,13.4545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5
BCJ Cutting,710,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,1,24,10,240,18,0,18,11.2857142857143,14.5,9,153.450577200577,14.3333333333333,2,12,0,6,2,1,27,7,19.25,25,25.625,25.2,9.02222222222222,0,0.8,2.86666666666667,9.5
BCJ Cutting,716,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,1,10,7,142.857142857143,7,0,7,10.75,8,7,152.635697635698,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5
BCJ Cutting,719,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,1,4,7,57.1428571428571,4,0,4,10,7,10,145.814780457638,13.2857142857143,2,15,0,15,1,0,0,16,9.66666666666667,3.75,22.7777777777778,24.5625,9.39583333333333,0,0.75,2.75,8
BCJ Cutting,724,Mumbai Indians,Delhi Daredevils,Feroz Shah Kotla,2,37,20,185,32,0,32,12.1666666666667,11.6666666666667,18.5,148.427128427128,14.8666666666667,1,36,0,9,4,0,0,7.66666666666667,39,27.6666666666667,15.375,25.2352941176471,9.37254901960784,0,0.705882352941176,2.82352941176471,9.5
BCJ Cutting,730,Mumbai Indians,Delhi Capitals,Feroz Shah Kotla,1,2,4,50,2,0,2,9.2,9.25,2.5,142.275432900433,14.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
BCJ Cutting,732,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,1,13,9,144.444444444444,7,0,7,9,7,7,142.403021814787,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5
BMAJ Mendis,332,Delhi Daredevils,Mumbai Indians,Wankhede Stadium,2,0,1,0,-2,0,-2,-2,-2,-2,0,0,1,20,0,10,2,0,6,0,6,6,6,20,10,0,0,2,9
BMAJ Mendis,346,Delhi Daredevils,Chennai Super Kings,Feroz Shah Kotla,2,12,17,70.5882352941177,12,0,12,5,12,12,35.2941176470588,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
BMAJ Mendis,370,Delhi Daredevils,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",1,11,9,122.222222222222,11,0,11,11,11,11,64.2701525054466,7.66666666666667,2,16,0,5.33333333333333,3,1,29,6,29,29,29,18,7.66666666666667,0,0.5,2.5,8.5
Bipul Sharma,127,Kings XI Punjab,Deccan Chargers,Barabati Stadium,2,8,6,133.333333333333,5,0,5,5,5,5,133.333333333333,8,1,19,0,9.5,2,1,41,19,41,41,41,28,10.9166666666667,0,1,2.5,8.5
Bipul Sharma,153,Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,1,1,1,100,1,0,1,1,1,1,116.666666666667,4.5,2,12,0,12,1,0,0,41.3333333333333,0,0,27.6666666666667,23.5,10.0833333333333,0,1,2.5,8
Bipul Sharma,211,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,1,16,12,133.333333333333,15,0,15,8,15,15,122.222222222222,8.33333333333333,2,9,0,4.5,2,0,6,35,6,6,22.25,20.6,8.96666666666667,0,0.8,2.4,8.5
Bipul Sharma,214,Kings XI Punjab,Mumbai Indians,Wankhede Stadium,2,1,2,50,1,0,1,3,1,1,104.166666666667,6.5,1,22,0,5.5,4,1,37,23.3333333333333,37,37,39,20.8333333333333,8.38888888888889,0,0.833333333333333,2.66666666666667,8
Bipul Sharma,227,Kings XI Punjab,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",1,6,4,150,6,0,6,7.33333333333333,6,3.5,113.333333333333,6.4,2,15,0,7.5,2,2,58,14.3333333333333,47.5,61,29.4,20,8.26190476190476,0,1,2.57142857142857,8.5
Bipul Sharma,252,Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,2,18,13,138.461538461538,14,0,14,6.66666666666667,7.5,7.5,117.521367521367,8.33333333333333,1,28,0,7,4,0,2,51,1,1,34.5,22.2222222222222,8.09259259259259,0,1,2.88888888888889,8.5
Bipul Sharma,255,Kings XI Punjab,Pune Warriors,Subrata Roy Sahara Stadium,2,35,18,194.444444444444,30,0,30,12.5,30,30,128.510378510378,12.1428571428571,1,40,0,13.3333333333333,3,0,-6,39.3333333333333,-6,-6,26.4,24,8.61666666666667,0,0.9,2.9,9.5
Bipul Sharma,265,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,1,12,11,109.090909090909,9,0,9,7.75,12,12,126.082944832945,12.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5
Bipul Sharma,284,Kings XI Punjab,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",1,7,5,140,4,0,4,7,4,4,127.629284295951,11.5555555555556,2,11,0,11,1,0,0,18,0,0,24.5,22.8181818181818,8.83333333333334,0,0.818181818181818,2.72727272727273,8.5
Bipul Sharma,495,Sunrisers Hyderabad,Kolkata Knight Riders,Eden Gardens,2,1,2,50,1,0,1,10.2,8.33333333333333,8.33333333333333,119.866355866356,10.5,1,23,0,5.75,4,2,60,12.3333333333333,22,33,32,22.0714285714286,8.72619047619048,0,0.857142857142857,2.78571428571429,8
Bipul Sharma,539,Sunrisers Hyderabad,Rising Pune Supergiants,"Rajiv Gandhi International Stadium, Uppal",1,5,5,100,5,0,5,6.66666666666667,5,5,118.060323514869,10,2,17,0,17,1,0,0,38,0,25,23.6,21.6111111111111,8.92592592592593,0,0.888888888888889,2.66666666666667,8
Bipul Sharma,575,Sunrisers Hyderabad,Kolkata Knight Riders,Feroz Shah Kotla,1,14,6,233.333333333333,8,0,8,6.85714285714286,8,8.25,127.666407666408,10.3333333333333,2,16,0,8,2,0,0,20.6666666666667,16.5,0,21.4545454545455,21.3157894736842,8.87719298245614,0,0.842105263157895,2.63157894736842,9.5
Bipul Sharma,576,Sunrisers Hyderabad,Gujarat Lions,Feroz Shah Kotla,2,27,11,245.454545454545,24,0,24,12.5,16,24,136.72703365011,11.6153846153846,1,21,0,7,3,2,52,13,45.5,26,34,21.3,8.78333333333334,0,0.9,2.65,9.5
Bipul Sharma,577,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,1,5,3,166.666666666667,2,0,2,6.25,2,2,138.865578865579,11.1428571428571,2,17,0,8.5,2,1,25,17.3333333333333,36,22,21.75,21.0952380952381,8.76984126984127,0,0.904761904761905,2.61904761904762,8.5
Bipul Sharma,591,Sunrisers Hyderabad,Kolkata Knight Riders,Eden Gardens,2,21,14,150,14,0,14,12.7142857142857,9.75,9.4,139.607873607873,11.8,1,20,0,10,2,0,-2,17.3333333333333,12.8,21.3333333333333,27.8181818181818,20.4583333333333,8.50694444444444,0,0.833333333333333,2.58333333333333,8.5
Bipul Sharma,620,Sunrisers Hyderabad,Rising Pune Supergiant,"Rajiv Gandhi International Stadium, Uppal",2,8,8,100,8,0,8,12.125,6.5,8,137.132381507381,11.5625,1,39,0,9.75,4,1,25,7.66666666666667,25,18.1428571428571,27.5833333333333,21.1111111111111,8.57098765432099,0,0.814814814814815,2.62962962962963,8
Bipul Sharma,634,Sunrisers Hyderabad,Kolkata Knight Riders,M Chinnaswamy Stadium,1,2,3,66.6666666666667,2,0,2,5.77777777777778,2,8.16666666666667,132.987339457928,11,2,2,0,2,1,0,0,16.6666666666667,9.14285714285714,14.6666666666667,19.4375,20.4285714285714,8.33630952380952,0,0.785714285714286,2.57142857142857,8
C de Grandhomme,591,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,1,0,2,0,-2,0,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
C de Grandhomme,595,Kolkata Knight Riders,Delhi Daredevils,Feroz Shah Kotla,2,1,2,50,1,0,1,1,1,1,25,0.5,1,12,0,12,1,0,0,25,0,0,12.5,13.5,9.75,0,0.5,1.5,8
C de Grandhomme,604,Kolkata Knight Riders,Royal Challengers Bangalore,Eden Gardens,1,0,2,0,-2,0,-2,-2,-2,-2,16.6666666666667,0.333333333333333,2,4,0,2,2,3,85,12.5,85,55,85,10.3333333333333,7.16666666666667,0,1.33333333333333,1.66666666666667,9
C de Grandhomme,613,Kolkata Knight Riders,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2,18,15,120,12,0,12,6.5,12,5,42.5,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5
C de Grandhomme,617,Kolkata Knight Riders,Rising Pune Supergiant,Eden Gardens,1,36,19,189.473684210526,31,0,31,9,9,31,71.8947368421052,11,2,7,0,7,1,0,0,29,1,27.5,42.5,11.1666666666667,8.41666666666667,0,0.666666666666667,1.5,9.5
C de Grandhomme,622,Kolkata Knight Riders,Royal Challengers Bangalore,M Chinnaswamy Stadium,2,31,28,110.714285714286,26,0,26,13,26,12,78.3646616541353,14.3333333333333,1,15,0,7.5,2,0,0,0.666666666666667,42.5,0,5.4,11.7142857142857,8.28571428571429,0,0.571428571428571,1.57142857142857,8.5
C de Grandhomme,625,Kolkata Knight Riders,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,11,7,157.142857142857,8,0,8,11.75,8,8,89.6186895810956,13.8571428571429,1,37,0,9.25,4,0,0,0,12.5,0,4.5,14.875,8.40625,0,0.5,1.875,8.5
C de Grandhomme,630,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2,29,16,181.25,20,0,20,13.4,11.75,20,101.072603383459,15.75,1,16,0,8,2,0,0,0,0,22,3.85714285714286,15,8.36111111111111,0,0.444444444444444,1.88888888888889,8.5
C de Grandhomme,635,Kolkata Knight Riders,Mumbai Indians,M Chinnaswamy Stadium,1,0,1,0,-2,0,-2,6.25,12,9,89.8423141186299,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
C de Grandhomme,637,Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",1,4,6,66.6666666666667,1,0,1,5.2,1,1,87.5247493734336,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
C de Grandhomme,643,Royal Challengers Bangalore,Mumbai Indians,M.Chinnaswamy Stadium,2,2,8,25,2,0,2,11.5,2,6.66666666666667,81.840681248576,12,1,27,0,9,3,0,0,0,0,0,3.375,16.2,8.425,0,0.4,2,9
C de Grandhomme,647,Royal Challengers Bangalore,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2,37,32,115.625,26,0,26,13.5714285714286,19,12,84.656041144528,14.0833333333333,1,16,0,16,1,0,0,0,0,0,3,16.1818181818182,9.11363636363636,0,0.363636363636364,1.90909090909091,8.5
C de Grandhomme,693,Royal Challengers Bangalore,Chennai Super Kings,M.Chinnaswamy Stadium,1,11,7,157.142857142857,8,0,8,5.66666666666667,5,4.5,90.2319500674764,13.8461538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5
C de Grandhomme,698,Royal Challengers Bangalore,Kolkata Knight Riders,M.Chinnaswamy Stadium,1,11,7,157.142857142857,8,0,8,6,6,8,95.0113005728607,13.6428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5
C de Grandhomme,700,Royal Challengers Bangalore,Mumbai Indians,M.Chinnaswamy Stadium,1,23,10,230,20,0,20,7.75,9.5,10,104.010547201337,14.2666666666667,2,28,0,9.33333333333333,3,1,25,0,8.33333333333333,12.5,36.6666666666667,17.1666666666667,9.13194444444444,0,0.416666666666667,2,9.5
C de Grandhomme,704,Royal Challengers Bangalore,Chennai Super Kings,Maharashtra Cricket Association Stadium,1,8,8,100,5,0,5,7.44444444444444,5,4.66666666666667,103.759888001253,13.875,2,16,0,4,4,1,31,8.33333333333333,31,16.5,35.25,17.0769230769231,8.73717948717949,0,0.461538461538462,2.15384615384615,8
C de Grandhomme,708,Royal Challengers Bangalore,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2,33,30,110,28,0,28,15.375,22,16,104.126953412944,15,1,8,0,8,1,0,0,18.6666666666667,0,0,2.7,16.4285714285714,8.68452380952381,0,0.428571428571429,2.07142857142857,8.5
C de Grandhomme,714,Royal Challengers Bangalore,Delhi Daredevils,Feroz Shah Kotla,2,3,5,60,3,0,3,14,2,2,101.675456001114,14.3333333333333,1,12,0,12,1,0,0,18.6666666666667,0,0,2.45454545454545,16.1333333333333,8.90555555555556,0,0.4,2,8
C de Grandhomme,720,Royal Challengers Bangalore,Sunrisers Hyderabad,M.Chinnaswamy Stadium,1,40,17,235.294117647059,35,0,35,10.2,14.6,19.8,108.708017140374,15.6842105263158,2,34,0,17,2,0,-6,10.3333333333333,-2,6.33333333333333,27,16.7058823529412,9.09313725490196,0,0.411764705882353,2,9.5
C de Grandhomme,722,Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadium,2,2,3,66.6666666666667,2,0,2,12.8,2,2,106.605949616689,15,1,23,0,11.5,2,0,-4,8.33333333333333,-4,-4,4.15384615384615,17.0555555555556,9.22685185185185,0,0.388888888888889,2,8
C de Grandhomme,750,Royal Challengers Bangalore,Sunrisers Hyderabad,M.Chinnaswamy Stadium,2,3,4,75,3,0,3,11.9090909090909,12.6666666666667,17,105.100904396846,14.4285714285714,1,12,0,12,1,0,0,7,-1.5,4.75,3.85714285714286,16.7894736842105,9.37280701754386,0,0.368421052631579,1.94736842105263,8
CH Gayle,62,Kolkata Knight Riders,Deccan Chargers,Newlands,1,10,12,83.3333333333333,4,0,4,4,4,4,83.3333333333333,10,2,14,0,14,1,0,0,0,0,0,0,14,14,0,0,1,8
CH Gayle,64,Kolkata Knight Riders,Kings XI Punjab,Kingsmead,2,44,29,151.724137931034,34,8,42,42,42,42,117.528735632184,27,1,14,0,14,1,0,8,0,8,8,8,14,14,0,0,1,10
CH Gayle,67,Kolkata Knight Riders,Rajasthan Royals,Newlands,2,41,38,107.894736842105,27,22,49,45.5,26.5,49,114.317402702157,31.6666666666667,1,20,0,5,4,0,22,4,22,11,15,16,11,0,0,2,8.5
CH Gayle,73,Kolkata Knight Riders,Mumbai Indians,St George's Park,2,12,12,100,9,4,13,34.6666666666667,13,13,110.738052026618,26.75,1,24,0,12,2,0,4,10,4,4,11.3333333333333,18,11.25,0,0,2,8
CH Gayle,75,Kolkata Knight Riders,Royal Challengers Bangalore,Kingsmead,1,40,38,105.263157894737,26,0,26,15,34,26,109.643073200242,29.4,2,31,0,7.75,4,0,0,11.3333333333333,0,4,0,20.6,10.55,0,0,2.4,8.5
CH Gayle,79,Kolkata Knight Riders,Mumbai Indians,Buffalo Park,2,7,7,100,4,37,41,36.25,41,27,108.035894333535,25.6666666666667,1,21,0,5.25,4,1,37,8.66666666666667,20.5,37,17.75,20.6666666666667,9.66666666666667,0,0.166666666666667,2.66666666666667,8
CH Gayle,83,Kolkata Knight Riders,Kings XI Punjab,St George's Park,1,17,17,100,8,2,10,13.3333333333333,11.5,26,106.887909428744,24.4285714285714,2,20,0,6.66666666666667,3,0,2,13.6666666666667,5,3,0.666666666666667,20.5714285714286,9.23809523809524,0,0.142857142857143,2.71428571428571,8
CH Gayle,132,Kolkata Knight Riders,Mumbai Indians,Brabourne Stadium,1,75,65,115.384615384615,56,0,56,24,56,36.6666666666667,107.949997673228,30.75,2,31,0,7.75,4,0,0,13,13.6666666666667,0,0.5,21.875,9.05208333333333,0,0.125,2.875,10
CH Gayle,138,Kolkata Knight Riders,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",1,14,13,107.692307692308,5,25,30,25.2,30,27.3333333333333,107.921365453126,28.8888888888889,2,23,0,7.66666666666667,3,1,25,13,11.6666666666667,25,5.4,22,8.89814814814815,0,0.222222222222222,2.88888888888889,8.5
CH Gayle,141,Kolkata Knight Riders,Delhi Daredevils,Feroz Shah Kotla,2,30,22,136.363636363636,24,25,49,38.8,49,49,110.765592544177,29,1,38,0,9.5,4,1,25,9,25,25,19.2,23.6,8.95833333333333,0,0.3,3,8.5
CH Gayle,145,Kolkata Knight Riders,Deccan Chargers,Eden Gardens,1,4,7,57.1428571428571,1,25,26,25.3333333333333,26,15,105.890798416784,26.7272727272727,2,9,0,9,1,1,25,16.6666666666667,12.5,25,8.66666666666667,22.2727272727273,8.96212121212121,0,0.363636363636364,2.81818181818182,8
CH Gayle,149,Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,1,88,44,200,60,0,60,30.2857142857143,43,35.5,113.733231882052,31.8333333333333,2,16,0,16,1,0,0,25,8.75,12.5,7.42857142857143,21.75,9.54861111111111,0,0.333333333333333,2.66666666666667,10
CH Gayle,154,Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,1,40,22,181.818181818182,29,0,29,30.125,38.3333333333333,39,118.970535723293,32.4615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5
CH Gayle,157,Kolkata Knight Riders,Royal Challengers Bangalore,M Chinnaswamy Stadium,1,34,17,200,23,0,23,29.3333333333333,23,24.5,124.758354600201,32.5714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5
CH Gayle,162,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",1,7,4,175,4,29,33,29.7,33,33,128.107797626854,30.8666666666667,2,35,0,11.6666666666667,3,1,29,16.6666666666667,29,29,10.125,22.7692307692308,9.71153846153846,0,0.384615384615385,2.69230769230769,8.5
CH Gayle,167,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2,0,3,0,-2,0,-2,32,28.25,23.5,120.101060275175,28.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
