wicket_keeper_batsman,match_id,role,home_team,opposition_team,venue,inning,batsman_runs,sixes,fours,half_century,century,zeros,balls,strike_rate,rating,catch,Direct_runout,Indirect_runout,Stumping,thirty_run_bonus,half_cen_points,cent_points,zero_points,batting_run_points,batting_strike_points,total_batting_points,fp_points,total_points,avg_oppo_points,avg_venue_points,avg_inning_points,avg_batsman_runs,avg_strike_rate,avg_home_team_points,bound_runs,avg_bound_runs,avg_total_points,avg_balls
CA Pujara,157,Batsman,Kolkata Knight Riders,Royal Challengers Bangalore,M Chinnaswamy Stadium,1,16,2,0,0,0,0,9,177.777777777778,9.5,0,0,0,0,0,0,0,0,10,0,10,0,10,4.5,10,6.66666666666667,15.4,102.207936507936,7.2,12,9.6,7.2,15.8
CA Pujara,167,Batsman,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2,45,1,5,0,0,0,40,112.5,10,0,0,0,0,4,0,0,0,31,0,31,0,31,24,12.6666666666667,15.6666666666667,20.3333333333333,103.92328042328,11.1666666666667,26,12.3333333333333,11.1666666666667,19.8333333333333
CA Pujara,186,Batsman,Royal Challengers Bangalore,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",2,25,0,4,0,0,0,15,166.666666666667,9,0,0,0,0,0,0,0,0,13,4,17,0,17,9,17,16,21,112.886621315193,17,16,12.8571428571429,12,19.1428571428571
CA Pujara,189,Batsman,Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2,2,0,0,0,0,0,5,40,8,0,0,0,0,0,0,0,0,2,0,2,0,2,2,2,13.2,18.625,103.775793650794,9.5,0,11.25,10.75,17.375
CA Pujara,204,Batsman,Royal Challengers Bangalore,Delhi Daredevils,Feroz Shah Kotla,2,7,0,0,0,0,0,12,58.3333333333333,8.5,0,0,0,0,0,0,0,0,7,-4,3,0,3,3,3,11.5,17.3333333333333,98.7266313932981,7.33333333333333,0,10,9.88888888888889,16.7777777777778
CA Pujara,254,Batsman,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,1,11,0,1,0,0,0,13,84.6153846153846,8.5,0,0,0,0,0,0,0,0,8,0,8,0,8,5.5,9,7,16.7,97.3155067155067,7.5,4,9.4,9.7,16.4
CA Pujara,258,Batsman,Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,2,6,1,0,0,0,0,9,66.6666666666667,8.5,0,0,0,0,0,0,0,0,3,0,3,0,3,3,7,10.2857142857143,15.7272727272727,94.5292485292485,6.6,6,9.09090909090909,9.09090909090909,15.7272727272727
CA Pujara,261,Batsman,Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",1,0,0,0,0,0,1,1,0,8,0,0,0,0,0,0,0,-2,-2,0,-2,0,-2,0,0,5.2,14.4166666666667,86.6518111518112,5.16666666666667,0,8.33333333333333,8.16666666666667,14.5
CA Pujara,373,Batsman,Royal Challengers Bangalore,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",1,51,0,8,1,0,0,48,106.25,10,0,0,0,0,0,8,0,0,35,0,35,0,35,35,35,10.1666666666667,17.2307692307692,88.1593641401334,9.42857142857143,32,10.1538461538462,10.2307692307692,17.0769230769231
CA Pujara,379,Batsman,Royal Challengers Bangalore,Delhi Daredevils,Feroz Shah Kotla,1,17,0,3,0,0,0,18,94.4444444444444,8.5,0,0,0,0,0,0,0,0,8,0,8,0,8,6.33333333333333,5.5,9.85714285714286,17.2142857142857,88.6082984475842,9.25,12,10.2857142857143,10.0714285714286,17.1428571428571
CA Pujara,383,Batsman,Royal Challengers Bangalore,Kolkata Knight Riders,JSCA International Stadium Complex,1,5,0,0,0,0,0,14,35.7142857142857,8,0,0,0,0,0,0,0,0,5,-6,-1,0,-1,1,-1,8.5,16.4,85.0820309320309,8.11111111111111,0,9.6,9.33333333333333,16.9333333333333
CA Pujara,385,Batsman,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,1,19,0,3,0,0,0,20,95,8.5,0,0,0,0,0,0,0,0,10,0,10,0,10,22.5,7.75,8.66666666666667,16.5625,85.701903998779,8.3,12,9.75,9.375,17.125
CA Pujara,401,Batsman,Kings XI Punjab,Chennai Super Kings,Sheikh Zayed Stadium,2,13,0,2,0,0,0,10,130,9,0,0,0,0,0,0,0,0,7,2,9,0,9,3,9,10.125,16.3529411764706,88.307674351792,9,8,9.64705882352941,9.35294117647059,16.7058823529412
CA Pujara,405,Batsman,Kings XI Punjab,Rajasthan Royals,Sharjah Cricket Stadium,2,40,0,3,0,0,0,38,105.263157894737,8.5,0,0,0,0,4,0,0,0,35,0,35,0,35,27.6666666666667,35,12.8888888888889,17.6666666666667,89.2496456597334,22,12,9.77777777777778,10.7777777777778,17.8888888888889
CA Pujara,407,Batsman,Kings XI Punjab,Sunrisers Hyderabad,Sharjah Cricket Stadium,1,35,0,6,0,0,0,33,106.060606060606,8.5,0,0,0,0,4,0,0,0,21,0,21,0,21,21,28,9.9,18.5789473684211,90.134433049253,21.6666666666667,24,10.5263157894737,11.3157894736842,18.6842105263158
CA Pujara,412,Batsman,Kings XI Punjab,Kolkata Knight Riders,Sheikh Zayed Stadium,1,8,0,1,0,0,0,8,100,8.5,0,0,0,0,0,0,0,0,5,0,5,0,5,2.33333333333333,7,9.45454545454546,18.05,90.6277113967903,17.5,4,10.2,11,18.15
CA Pujara,416,Batsman,Kings XI Punjab,Royal Challengers Bangalore,Dubai International Cricket Stadium,2,10,0,1,0,0,0,20,50,8,0,0,0,0,0,0,0,0,7,-4,3,0,3,4,3,11.9,17.6666666666667,88.6930584731337,14.6,4,9.90476190476191,10.6190476190476,18.2380952380952
CA Pujara,420,Batsman,Kings XI Punjab,Mumbai Indians,Wankhede Stadium,1,19,0,4,0,0,0,20,95,8.5,0,0,0,0,0,0,0,0,7,0,7,0,7,7,7,9.25,17.7272727272727,88.9797376334458,13.3333333333333,16,10.1818181818182,10.4545454545455,18.3181818181818
CJ Ferguson,224,Batsman,Pune Warriors,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2,6,0,0,0,0,0,15,40,8,0,0,0,0,0,0,0,0,6,-6,0,0,0,0,0,0,6,40,0,0,0,0,15
CJ Ferguson,228,Batsman,Pune Warriors,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",2,15,0,3,0,0,0,9,166.666666666667,9,0,0,0,0,0,0,0,0,6,0,6,0,6,6,6,3,10.5,103.333333333334,3,12,6,3,12
CJ Ferguson,236,Batsman,Pune Warriors,Deccan Chargers,Dr DY Patil Sports Academy,1,11,0,1,0,0,0,13,84.6153846153846,8.5,0,0,0,0,0,0,0,0,8,0,8,0,8,7,8,8,10.6666666666667,97.0940170940172,4.66666666666667,4,5.33333333333333,4.66666666666667,12.3333333333333
CJ Ferguson,239,Batsman,Pune Warriors,Kolkata Knight Riders,Dr DY Patil Sports Academy,1,16,0,2,0,0,0,19,84.2105263157895,8.5,0,0,0,0,0,0,0,0,10,0,10,0,10,10,9,9,12,93.8731443994603,6,8,6,6,14
CJ Ferguson,251,Batsman,Pune Warriors,Mumbai Indians,Wankhede Stadium,1,12,0,1,0,0,0,13,92.3076923076923,8.5,0,0,0,0,0,0,0,0,9,0,9,0,9,9,9,9,12,93.5600539811067,6.6,4,5.6,6.6,13.8
CJ Ferguson,255,Batsman,Pune Warriors,Kings XI Punjab,Subrata Roy Sahara Stadium,1,3,0,0,0,0,0,6,50,8,0,0,0,0,0,0,0,0,3,0,3,0,3,1.5,3,7.5,10.5,86.3000449842556,6,0,4.66666666666667,6,12.5
CJ Ferguson,307,Batsman,Pune Warriors,Rajasthan Royals,Sawai Mansingh Stadium,2,23,0,2,0,0,0,26,88.4615384615385,8.5,0,0,0,0,0,0,0,0,17,0,17,0,17,17,17,7.66666666666667,12.2857142857143,86.6088297667245,7.57142857142857,8,5.14285714285714,7.57142857142857,14.4285714285714
CJ Ferguson,316,Batsman,Pune Warriors,Kolkata Knight Riders,Subrata Roy Sahara Stadium,2,12,0,0,0,0,0,18,66.6666666666667,8.5,0,0,0,0,0,0,0,0,12,-2,10,0,10,10,6.5,8.25,12.25,84.1160593792173,7.875,0,4.5,7.875,14.875
CK Kapugedera,28,Batsman,Chennai Super Kings,Delhi Daredevils,Feroz Shah Kotla,2,8,0,0,0,0,0,9,88.8888888888889,8.5,0,0,0,0,0,0,0,0,8,0,8,0,8,8,8,8,8,88.8888888888889,8,0,0,8,9
CK Kapugedera,36,Batsman,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,1,0,0,0,0,0,1,2,0,8,0,0,0,0,0,0,0,-2,-2,0,-2,0,-2,-2,-2,-2,4,44.4444444444445,3,0,0,3,5.5
CK Kapugedera,58,Batsman,Chennai Super Kings,Rajasthan Royals,Dr DY Patil Sports Academy,1,8,0,0,0,0,0,13,61.5384615384615,8.5,0,0,0,0,0,0,0,0,8,-2,6,0,6,6,6,2,5.33333333333333,50.1424501424501,4,0,0,4,8
CL White,1,Batsman,Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,2,6,0,0,0,0,0,10,60,8.5,0,0,0,0,0,0,0,0,6,-2,4,0,4,4,4,4,6,60,4,0,0,4,10
CL White,25,Batsman,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,1,0,0,0,0,0,1,1,0,8,0,0,0,0,0,0,0,-2,-2,0,-2,0,-2,-2,1,-2,3,30,1,0,0,1,5.5
CL White,29,Batsman,Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,2,30,1,3,0,0,0,16,187.5,9.5,0,0,0,0,4,0,0,0,22,6,28,0,28,16,28,16,12,82.5,10,18,6,10,9
CL White,34,Batsman,Royal Challengers Bangalore,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",1,10,0,0,0,0,0,15,66.6666666666667,8.5,0,0,0,0,0,0,0,0,10,-2,8,0,8,3,8,3,11.5,78.5416666666667,9.5,0,4.5,9.5,10.5
CL White,39,Batsman,Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadium,2,10,0,1,0,0,0,17,58.8235294117647,8.5,0,0,0,0,0,0,0,0,7,-4,3,0,3,3,3,11.6666666666667,11.2,74.5980392156863,8.2,4,4.4,8.2,11.8
CL White,43,Batsman,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,1,1,0,0,0,0,0,2,50,8,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,2.33333333333333,9.5,70.4983660130719,7,0,3.66666666666667,7,10.1666666666667
CL White,50,Batsman,Royal Challengers Bangalore,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",2,31,2,1,0,0,0,23,134.782608695652,9,0,0,0,0,4,0,0,0,26,2,28,0,28,28,28,15.75,12.5714285714286,79.6818292534405,10,16,5.42857142857143,10,12
CL White,54,Batsman,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,1,26,1,3,0,0,0,21,123.809523809524,9,0,0,0,0,0,0,0,0,14,0,14,0,14,14,4.25,5.25,14.25,85.1977910729509,10.5,18,7,10.5,13.125
CL White,143,Batsman,Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",1,21,1,2,0,0,0,13,161.538461538462,9,0,0,0,0,0,0,0,0,12,4,16,0,16,16,16,7.4,15,93.680087791341,11.1111111111111,14,7.77777777777778,11.1111111111111,13.1111111111111
CL White,146,Batsman,Royal Challengers Bangalore,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2,6,0,1,0,0,0,3,200,9.5,0,0,0,0,0,0,0,0,3,0,3,0,3,3,5.5,13.2,14.1,104.312079012207,10.3,4,7.4,10.3,12.1
CL White,150,Batsman,Royal Challengers Bangalore,Delhi Daredevils,Feroz Shah Kotla,2,4,0,0,0,0,0,11,36.3636363636364,8,0,0,0,0,0,0,0,0,4,-6,-2,0,-2,-0.5,-2,10.6666666666667,13.1818181818182,98.1349478623369,9.18181818181818,0,6.72727272727273,9.18181818181818,12
CL White,155,Batsman,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,1,13,2,0,0,0,0,3,433.333333333333,9.5,0,0,0,0,0,0,0,0,7,0,7,0,7,17.5,4.8,7.33333333333333,13.1666666666667,126.068146651587,9,12,7.16666666666667,9,11.25
CL White,161,Batsman,Royal Challengers Bangalore,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",2,4,0,0,0,0,0,3,133.333333333333,9,0,0,0,0,0,0,0,0,4,0,4,0,4,13,4,9.71428571428571,12.4615384615385,126.627007165567,8.61538461538462,0,6.61538461538462,8.61538461538462,10.6153846153846
CL White,194,Batsman,Deccan Chargers,Delhi Daredevils,Feroz Shah Kotla,1,31,1,2,0,0,0,25,124,9,0,0,0,0,4,0,0,0,26,0,26,0,26,8.33333333333333,12,10,13.7857142857143,126.439363796598,26,14,7.14285714285714,9.85714285714286,11.6428571428571
CL White,202,Batsman,Deccan Chargers,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2,1,0,0,0,0,0,7,14.2857142857143,8,0,0,0,0,0,0,0,0,1,0,1,0,1,7.5,14.5,8.625,12.9333333333333,118.962453829206,13.5,0,6.66666666666667,9.26666666666667,11.3333333333333
CL White,206,Batsman,Deccan Chargers,Kochi Tuskers Kerala,Nehru Stadium,1,31,1,2,0,0,0,34,91.1764705882353,8.5,0,0,0,0,4,0,0,0,26,0,26,0,26,26,26,12,14.0625,117.225829876645,17.6666666666667,14,7.125,10.3125,12.75
CL White,212,Batsman,Deccan Chargers,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2,13,0,1,0,0,0,18,72.2222222222222,8.5,0,0,0,0,0,0,0,0,10,0,10,0,10,13,13,8.77777777777778,14,114.57855883815,15.75,4,6.94117647058824,10.2941176470588,13.0588235294118
CL White,216,Batsman,Deccan Chargers,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",2,13,0,1,0,0,0,13,100,8.5,0,0,0,0,0,0,0,0,10,0,10,0,10,14,13,8.9,13.9444444444444,113.768638902697,14.6,4,6.77777777777778,10.2777777777778,13.0555555555556
CL White,241,Batsman,Deccan Chargers,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,1,15,0,0,0,0,0,12,125,9,0,0,0,0,0,0,0,0,15,0,15,0,15,6,15,12.3333333333333,14,114.359763170976,14.6666666666667,0,6.42105263157895,10.5263157894737,13
CL White,253,Batsman,Deccan Chargers,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,23,1,2,0,0,0,16,143.75,9,0,0,0,0,0,0,0,0,14,2,16,0,16,14,16,9.54545454545455,14.45,115.829275012427,14.8571428571429,14,6.8,10.8,13.15
CL White,257,Batsman,Deccan Chargers,Mumbai Indians,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,30,2,1,0,0,0,23,130.434782608696,9,0,0,0,0,4,0,0,0,25,2,27,0,27,14,21.5,13.8,15.1904761904762,116.524775374154,16.375,16,7.23809523809524,11.5714285714286,13.6190476190476
CL White,276,Batsman,Deccan Chargers,Kolkata Knight Riders,Barabati Stadium,1,10,0,1,0,0,0,9,111.111111111111,8.5,0,0,0,0,0,0,0,0,7,0,7,0,7,12.25,7,13.1818181818182,14.9545454545455,116.278699725834,15.3333333333333,4,7.09090909090909,11.3636363636364,13.4090909090909
CL White,281,Batsman,Deccan Chargers,Pune Warriors,Subrata Roy Sahara Stadium,1,78,5,6,1,0,0,46,169.565217391304,10,0,0,0,0,0,8,0,0,53,4,57,0,57,57,57,16.8333333333333,17.695652173913,118.595504841724,19.5,54,9.1304347826087,13.3478260869565,14.8260869565217
CL White,286,Batsman,Deccan Chargers,Mumbai Indians,Wankhede Stadium,1,0,0,0,0,0,1,2,0,8,0,0,0,0,0,0,0,-2,-2,0,-2,0,-2,10,-2,15.3846153846154,16.9583333333333,113.654025473319,17.5454545454545,0,8.75,12.7083333333333,14.2916666666667
CL White,289,Batsman,Deccan Chargers,Pune Warriors,Barabati Stadium,1,74,4,4,1,0,0,45,164.444444444444,10,0,0,0,0,0,8,0,0,58,4,62,0,62,59.5,34.5,18.7142857142857,19.24,115.685642232164,21.25,40,10,14.68,15.52
CL White,292,Batsman,Deccan Chargers,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2,77,2,9,1,0,0,55,140,10,0,0,0,0,0,8,0,0,52,2,54,0,54,24,26.6666666666667,13.25,21.4615384615385,116.620809838619,23.7692307692308,48,11.4615384615385,16.1923076923077,17.0384615384615
CL White,296,Batsman,Deccan Chargers,Royal Challengers Bangalore,M Chinnaswamy Stadium,1,45,3,2,0,0,0,25,180,9.5,0,0,0,0,4,0,0,0,34,6,40,0,40,40,10.6666666666667,20.1333333333333,22.3333333333333,118.968187252004,24.9285714285714,26,12,17.0740740740741,17.3333333333333
CL White,298,Batsman,Deccan Chargers,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",2,8,0,1,0,0,0,15,53.3333333333333,8,0,0,0,0,0,0,0,0,5,-4,1,0,1,5,10,12.3076923076923,21.8214285714286,116.624085326337,23.3333333333333,4,11.7142857142857,16.5,17.25
CL White,301,Batsman,Deccan Chargers,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",1,65,2,7,1,0,0,41,158.536585365854,10,0,0,0,0,0,8,0,0,46,4,50,0,50,18.75,18,22,23.3103448275862,118.069343948389,25,40,12.6896551724138,17.6551724137931,18.0689655172414
CL White,306,Batsman,Deccan Chargers,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",1,67,1,8,1,0,0,41,163.414634146341,10,0,0,0,0,0,8,0,0,48,4,52,0,52,12.8333333333333,21,23.7647058823529,24.7666666666667,119.580853621654,26.5882352941176,38,13.5333333333333,18.8,18.8333333333333
CL White,314,Batsman,Deccan Chargers,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",2,1,0,0,0,0,0,4,25,8,0,0,0,0,0,0,0,0,1,0,1,0,1,2,15.1666666666667,11.5,24,116.529858343536,25.1666666666667,0,13.0967741935484,18.2258064516129,18.3548387096774
CL White,317,Batsman,Deccan Chargers,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",1,1,0,0,0,0,0,5,20,8,0,0,0,0,0,0,0,0,1,0,1,0,1,20.5,13.1428571428571,22.5,23.28125,113.513300270301,23.8947368421053,0,12.6875,17.6875,17.9375
CL White,325,Batsman,Sunrisers Hyderabad,Pune Warriors,"Rajiv Gandhi International Stadium, Uppal",1,10,0,0,0,0,0,18,55.5555555555556,8.5,0,0,0,0,0,0,0,0,10,-4,6,0,6,41.6666666666667,12.25,21.6315789473684,22.8787878787879,111.757004975915,6,0,12.3030303030303,17.3333333333333,17.9393939393939
CL White,328,Batsman,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",2,5,0,1,0,0,0,11,45.4545454545455,8,0,0,0,0,0,0,0,0,2,-6,-4,0,-4,12.3333333333333,10.4444444444444,10.4666666666667,22.3529411764706,109.806932637051,1,4,12.0588235294118,16.7058823529412,17.7352941176471
CL White,331,Batsman,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,1,52,3,3,1,0,0,35,148.571428571429,10,0,0,0,0,0,8,0,0,42,2,44,0,44,20.25,15.4285714285714,22.75,23.2,110.914489663747,15.3333333333333,30,12.5714285714286,17.4857142857143,18.2285714285714
CL White,336,Batsman,Sunrisers Hyderabad,Delhi Daredevils,Feroz Shah Kotla,2,4,0,0,0,0,0,8,50,8,0,0,0,0,0,0,0,0,4,0,4,0,4,15.8,9.33333333333333,10.0625,22.6666666666667,109.222420506421,12.5,0,12.2222222222222,17.1111111111111,17.9444444444444
CL White,340,Batsman,Sunrisers Hyderabad,Kolkata Knight Riders,Eden Gardens,2,34,1,3,0,0,0,31,109.677419354839,9,0,0,0,0,4,0,0,0,26,0,26,0,26,15,27,11,22.972972972973,109.234717772595,15.2,18,12.3783783783784,17.3513513513514,18.2972972972973
CL White,344,Batsman,Sunrisers Hyderabad,Pune Warriors,Subrata Roy Sahara Stadium,1,0,0,0,0,0,1,1,0,8,0,0,0,0,0,0,0,-2,-2,0,-2,0,-2,30.75,27.5,21.5714285714286,22.3684210526316,106.360119936474,12.3333333333333,0,12.0526315789474,16.8421052631579,17.8421052631579
CL White,347,Batsman,Sunrisers Hyderabad,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",2,16,0,1,0,0,0,23,69.5652173913043,8.5,0,0,0,0,0,0,0,0,13,-2,11,0,11,12.5714285714286,10.5,11,22.2051282051282,105.416660896854,12.1428571428571,4,11.8461538461538,16.6923076923077,17.974358974359
CL White,356,Batsman,Sunrisers Hyderabad,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",1,2,0,0,0,0,0,3,66.6666666666667,8.5,0,0,0,0,0,0,0,0,2,0,2,0,2,19.6,20.5,20.6818181818182,21.7,104.447911041099,10.875,0,11.55,16.325,17.6
CL White,381,Batsman,Sunrisers Hyderabad,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",1,10,0,2,0,0,0,8,125,9,0,0,0,0,0,0,0,0,4,0,4,0,4,11.5,16.75,19.9565217391304,21.4146341463415,104.949181503511,10.1111111111111,8,11.4634146341463,16.0243902439024,17.3658536585366
CL White,384,Batsman,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,1,43,3,3,0,0,0,24,179.166666666667,9.5,0,0,0,0,4,0,0,0,29,6,35,0,35,15,16.5,20.5833333333333,21.9285714285714,106.716264483587,12.6,30,11.9047619047619,16.4761904761905,17.5238095238095
CL White,390,Batsman,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",1,0,0,0,0,0,1,1,0,8,0,0,0,0,0,0,0,-2,-2,0,-2,0,-2,0.666666666666667,9.36363636363636,19.68,21.4186046511628,104.234490890945,11.2727272727273,0,11.6279069767442,16.046511627907,17.1395348837209
CL White,394,Batsman,Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",2,2,0,0,0,0,0,4,50,8,0,0,0,0,0,0,0,0,2,0,2,0,2,12.8333333333333,8.75,10.5263157894737,20.9772727272727,103.001888825242,10.5,0,11.3636363636364,15.7272727272727,16.8409090909091
CL White,396,Batsman,Sunrisers Hyderabad,Rajasthan Royals,Feroz Shah Kotla,1,31,0,5,0,0,0,28,110.714285714286,9,0,0,0,0,4,0,0,0,20,0,20,0,20,5.5,12,19.6923076923077,21.2,103.173275422776,11.2307692307692,20,11.5555555555556,15.8222222222222,17.0888888888889
CM Gautam,374,Wicketkeeper batsman,Delhi Daredevils,Rajasthan Royals,Sawai Mansingh Stadium,1,2,0,0,0,0,0,3,66.6666666666667,8.5,0,0,0,0,0,0,0,0,2,0,2,0,2,2,2,2,2,66.6666666666667,2,0,0,2,3
CM Gautam,389,Wicketkeeper batsman,Delhi Daredevils,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,2,12,0,2,0,0,0,8,150,9,0,0,0,0,0,0,0,0,6,0,6,0,6,6,6,6,7,108.333333333333,4,8,4,4,5.5
CM Gautam,393,Wicketkeeper batsman,Delhi Daredevils,Pune Warriors,Subrata Roy Sahara Stadium,2,30,1,2,0,0,0,26,115.384615384615,9,0,0,0,0,4,0,0,0,25,0,25,0,25,25,25,15.5,14.6666666666667,110.683760683761,11,14,7.33333333333333,11,12.3333333333333
CM Gautam,399,Wicketkeeper batsman,Mumbai Indians,Kolkata Knight Riders,Sheikh Zayed Stadium,2,7,0,1,0,0,0,7,100,8.5,0,0,0,0,0,0,0,0,4,0,4,0,4,4,4,11.6666666666667,12.75,108.01282051282,4,4,6.5,9.25,11
CM Gautam,410,Wicketkeeper batsman,Mumbai Indians,Chennai Super Kings,Dubai International Cricket Stadium,1,7,0,1,0,0,0,4,175,9.5,0,0,0,0,0,0,0,0,4,0,4,0,4,4,4,3,11.6,121.410256410256,4,4,6,8.2,9.6
CM Gautam,414,Wicketkeeper batsman,Mumbai Indians,Delhi Daredevils,Sharjah Cricket Stadium,1,22,0,3,0,0,0,18,122.222222222222,9,0,0,0,0,0,0,0,0,13,0,13,0,13,13,13,6.33333333333333,13.3333333333333,121.545584045584,7,12,7,9,11
CM Gautam,418,Wicketkeeper batsman,Mumbai Indians,Sunrisers Hyderabad,Dubai International Cricket Stadium,2,4,0,1,0,0,0,5,80,8.5,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2.5,9,12,115.610500610501,5.5,4,6.57142857142857,7.85714285714286,10.1428571428571
CM Gautam,420,Wicketkeeper batsman,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,2,33,2,2,0,0,0,30,110,8.5,0,0,0,0,4,0,0,0,25,0,25,0,25,15.5,25,12.2,14.625,114.909188034188,9.4,20,8.25,10,12.625
CM Gautam,425,Wicketkeeper batsman,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,1,30,3,2,0,0,0,31,96.7741935483871,8.5,0,0,0,0,4,0,0,0,19,0,19,0,19,19,22,9.5,16.3333333333333,112.894188646877,11,26,10.2222222222222,11,14.6666666666667
CM Gautam,430,Wicketkeeper batsman,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,9,0,2,0,0,0,8,112.5,9,0,0,0,0,0,0,0,0,3,0,3,0,3,3.5,15.6666666666667,8.2,15.6,112.854769782189,9.85714285714286,8,10,10.2,14
CM Gautam,434,Wicketkeeper batsman,Mumbai Indians,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2,1,0,0,0,0,0,3,33.3333333333333,8,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,10.3333333333333,14.2727272727273,105.625548286839,8.75,0,9.09090909090909,9.36363636363636,13
CM Gautam,437,Wicketkeeper batsman,Mumbai Indians,Kolkata Knight Riders,Barabati Stadium,1,8,0,1,0,0,0,10,80,8.5,0,0,0,0,0,0,0,0,5,0,5,0,5,4.5,5,7.66666666666667,13.75,103.490085929602,8.33333333333333,4,8.66666666666667,9,12.75
CM Gautam,469,Wicketkeeper batsman,Delhi Daredevils,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2,4,0,0,0,0,0,5,80,8.5,0,0,0,0,0,0,0,0,4,0,4,0,4,3.66666666666667,4,9.42857142857143,13,101.68315624271,9.25,0,8,8.61538461538462,12.1538461538462
D Padikkal,759,Batsman,Royal Challengers Bangalore,Sunrisers Hyderabad,Dubai International Cricket Stadium,1,56,0,8,1,0,0,44,127.272727272727,10,0,0,0,0,0,8,0,0,40,0,40,0,40,40,40,40,56,127.272727272727,40,32,32,40,44
D Padikkal,763,Batsman,Royal Challengers Bangalore,Kings XI Punjab,Dubai International Cricket Stadium,2,1,0,0,0,0,0,2,50,8,0,0,0,0,0,0,0,0,1,0,1,0,1,1,20.5,1,28.5,88.6363636363635,20.5,0,16,20.5,23
D Padikkal,768,Batsman,Royal Challengers Bangalore,Mumbai Indians,Dubai International Cricket Stadium,1,54,2,5,1,0,0,42,128.571428571429,10,1,0,0,0,0,8,0,0,41,0,41,0,41,41,27.3333333333333,40.5,37,101.948051948052,27.3333333333333,32,21.3333333333333,27.3333333333333,29.3333333333333
D Padikkal,771,Batsman,Royal Challengers Bangalore,Rajasthan Royals,Sheikh Zayed Stadium,2,63,1,6,1,0,0,46,136.95652173913,10,2,0,0,0,0,8,0,0,50,2,52,0,52,52,52,26.5,43.5,110.700169395822,33.5,30,23.5,33.5,33.5
D Padikkal,775,Batsman,Royal Challengers Bangalore,Delhi Capitals,Dubai International Cricket Stadium,2,4,0,0,0,0,0,6,66.6666666666667,8.5,1,0,0,0,0,0,0,0,4,0,4,0,4,4,21.5,19,35.6,101.893468849991,27.6,0,18.8,27.6,28
