wicket_keeper_batsman,match_id,role,home_team,opposition_team,venue,inning,batsman_runs,sixes,fours,half_century,century,zeros,balls,strike_rate,rating,catch,Direct_runout,Indirect_runout,Stumping,thirty_run_bonus,half_cen_points,cent_points,zero_points,batting_run_points,batting_strike_points,total_batting_points,fp_points,total_points,avg_oppo_points,avg_venue_points,avg_inning_points,avg_batsman_runs,avg_strike_rate,avg_home_team_points,bound_runs,avg_bound_runs,avg_total_points,avg_balls
D Padikkal,781,Batsman,Royal Challengers Bangalore,Chennai Super Kings,Dubai International Cricket Stadium,1,33,1,2,0,0,0,38,86.8421052631579,8.5,1,0,0,0,4,0,0,0,28,0,28,0,28,28,22.8,36.3333333333333,35.1666666666667,99.3849082521851,27.6666666666667,14,18,27.6666666666667,29.6666666666667
D Padikkal,784,Batsman,Royal Challengers Bangalore,Kolkata Knight Riders,Sharjah Cricket Stadium,1,32,1,4,0,0,0,23,139.130434782609,9,1,0,0,0,4,0,0,0,21,2,23,0,23,23,23,33,34.7142857142857,105.062840613674,27,22,18.5714285714286,27,28.7142857142857
DA Miller,273,Batsman,Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",1,8,0,0,0,0,0,14,57.1428571428571,8.5,0,0,0,0,0,0,0,0,8,-4,4,0,4,4,4,4,8,57.1428571428571,4,0,0,4,14
DA Miller,277,Batsman,Kings XI Punjab,Mumbai Indians,Wankhede Stadium,2,5,0,0,0,0,0,5,100,8.5,1,0,1,0,0,0,0,0,5,0,5,0,5,5,5,5,6.5,78.5714285714286,4.5,0,0,4.5,9.5
DA Miller,280,Batsman,Kings XI Punjab,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",1,34,3,1,0,0,0,17,200,9.5,0,0,0,0,4,0,0,0,26,6,32,0,32,18.5,18,18,15.6666666666667,119.047619047619,13.6666666666667,22,7.33333333333333,13.6666666666667,12
DA Miller,284,Batsman,Kings XI Punjab,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",1,19,0,2,0,0,0,15,126.666666666667,9,0,0,0,0,0,0,0,0,13,0,13,0,13,13,13,16.3333333333333,16.5,120.952380952381,13.5,8,7.5,13.5,12.75
DA Miller,298,Batsman,Kings XI Punjab,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",1,28,1,3,0,0,0,18,155.555555555556,9,0,0,0,0,0,0,0,0,16,4,20,0,20,20,20,17.25,18.8,127.873015873016,14.8,18,9.6,14.8,13.8
DA Miller,310,Batsman,Kings XI Punjab,Delhi Daredevils,Feroz Shah Kotla,1,4,0,0,0,0,0,7,57.1428571428571,8,0,0,0,0,0,0,0,0,4,0,4,0,4,4,4,14.6,16.3333333333333,116.084656084656,13,0,8,13,12.6666666666667
DA Miller,342,Batsman,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",1,20,0,1,0,0,0,17,117.647058823529,9,1,0,0,0,0,0,0,0,17,0,17,0,17,17,17.6666666666667,15,16.8571428571429,116.307856475924,13.5714285714286,4,7.42857142857143,13.5714285714286,13.2857142857143
DA Miller,351,Batsman,Kings XI Punjab,Pune Warriors,"Punjab Cricket Association Stadium, Mohali",2,80,5,5,1,0,0,42,190.47619047619,10,0,0,0,0,0,8,0,0,58,6,64,0,64,64,29.25,34.5,24.75,125.578898225957,19.875,50,12.75,19.875,16.875
DA Miller,353,Batsman,Kings XI Punjab,Delhi Daredevils,Feroz Shah Kotla,2,34,0,3,0,0,0,39,87.1794871794872,8.5,1,0,0,0,4,0,0,0,29,0,29,0,29,16.5,16.5,32.6666666666667,25.7777777777778,121.312296998572,20.8888888888889,12,12.6666666666667,20.8888888888889,19.3333333333333
DA Miller,357,Batsman,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,1,10,1,0,0,0,0,8,125,9,0,0,0,0,0,0,0,0,7,0,7,0,7,12,7,13.8571428571429,24.2,121.681067298714,19.5,6,12,19.5,18.2
DA Miller,362,Batsman,Kings XI Punjab,Mumbai Indians,Wankhede Stadium,2,56,5,1,1,0,0,35,160,10,1,0,0,0,0,8,0,0,46,4,50,0,50,29,27.5,37,27.0909090909091,125.164606635195,22.2727272727273,34,14,22.2727272727273,19.7272727272727
DA Miller,367,Batsman,Kings XI Punjab,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2,51,2,5,1,0,0,26,196.153846153846,9.5,1,0,0,0,0,8,0,0,38,6,44,0,44,28.5,28.5,38.4,29.0833333333333,131.080376595082,24.0833333333333,32,15.5,24.0833333333333,20.25
DA Miller,373,Batsman,Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",2,101,7,8,0,1,0,39,258.974358974359,9.5,0,0,0,0,0,0,16,0,16,6,22,0,22,13,27.8,35.6666666666667,34.6153846153846,140.918375239642,23.9230769230769,74,20,23.9230769230769,21.6923076923077
DA Miller,377,Batsman,Kings XI Punjab,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",1,8,0,0,0,0,0,11,72.7272727272727,8.5,0,0,0,0,0,0,0,0,8,0,8,0,8,8,24.5,13.125,32.7142857142857,136.047582203044,22.7857142857143,0,18.5714285714286,22.7857142857143,20.9285714285714
DA Miller,381,Batsman,Kings XI Punjab,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",2,6,0,1,0,0,0,7,85.7142857142857,8.5,1,0,0,0,0,0,0,0,3,0,3,0,3,3,21.4285714285714,31,30.9333333333333,132.692029103794,21.4666666666667,4,17.6,21.4666666666667,20
DA Miller,385,Batsman,Kings XI Punjab,Royal Challengers Bangalore,M Chinnaswamy Stadium,2,2,0,0,0,0,0,4,50,8,1,0,0,0,0,0,0,0,2,0,2,0,2,9.33333333333333,2,27.375,29.125,127.523777284807,20.25,0,16.5,20.25,19
DA Miller,389,Batsman,Kings XI Punjab,Delhi Daredevils,Himachal Pradesh Cricket Association Stadium,1,44,4,3,0,0,0,24,183.333333333333,9.5,1,0,0,0,4,0,0,0,27,6,33,0,33,22,33,15.3333333333333,30,130.806692346485,21,36,17.6470588235294,21,19.2941176470588
DA Miller,392,Batsman,Kings XI Punjab,Mumbai Indians,Himachal Pradesh Cricket Association Stadium,1,6,0,1,0,0,0,5,120,9,1,0,0,0,0,0,0,0,3,0,3,0,3,22.5,18,14.1,28.6666666666667,130.206320549458,20,4,16.8888888888889,20,18.5
DA Miller,401,Batsman,Kings XI Punjab,Chennai Super Kings,Sheikh Zayed Stadium,2,54,3,3,1,0,0,37,145.945945945946,10,0,0,0,0,0,8,0,0,44,2,46,0,46,34.3333333333333,46,29.4444444444444,30,131.034721886115,21.3684210526316,30,17.5789473684211,21.3684210526316,19.4736842105263
DA Miller,405,Batsman,Kings XI Punjab,Rajasthan Royals,Sharjah Cricket Stadium,2,51,6,0,1,0,0,20,255,9.5,1,0,0,0,0,8,0,0,41,6,47,0,47,27.5,47,31.2,31.05,137.232985791809,22.65,36,18.5,22.65,19.5
DA Miller,407,Batsman,Kings XI Punjab,Sunrisers Hyderabad,Sharjah Cricket Stadium,1,10,1,0,0,0,0,10,100,8.5,2,0,0,0,0,0,0,0,7,0,7,0,7,5,27,13.4545454545455,30.047619047619,135.45998646839,21.9047619047619,6,17.9047619047619,21.9047619047619,19.047619047619
DA Miller,412,Batsman,Kings XI Punjab,Kolkata Knight Riders,Sheikh Zayed Stadium,1,14,0,2,0,0,0,10,140,9,0,0,0,0,0,0,0,0,8,2,10,0,10,11.3333333333333,28,13.1666666666667,29.3181818181818,135.666350719827,21.3636363636364,8,17.4545454545455,21.3636363636364,18.6363636363636
DA Miller,416,Batsman,Kings XI Punjab,Royal Challengers Bangalore,Dubai International Cricket Stadium,2,26,0,4,0,0,0,22,118.181818181818,9,1,0,0,0,0,0,0,0,14,0,14,0,14,10.5,14,29.6363636363636,29.1739130434783,134.906153652957,21.0434782608696,16,17.3913043478261,21.0434782608696,18.7826086956522
DA Miller,420,Batsman,Kings XI Punjab,Mumbai Indians,Wankhede Stadium,1,16,1,1,0,0,0,12,133.333333333333,9,1,0,0,0,0,0,0,0,10,2,12,0,12,20.4,22.3333333333333,13.0769230769231,28.625,134.840619472972,20.6666666666667,10,17.0833333333333,20.6666666666667,18.5
DA Miller,427,Batsman,Kings XI Punjab,Chennai Super Kings,Barabati Stadium,1,47,2,5,0,0,0,33,142.424242424242,10,1,0,0,0,4,0,0,0,30,2,32,0,32,33.75,32,14.4285714285714,29.36,135.143964391023,21.12,32,17.68,21.12,19.08
DA Miller,429,Batsman,Kings XI Punjab,Royal Challengers Bangalore,M Chinnaswamy Stadium,1,66,3,8,1,0,0,30,220,9.5,1,0,0,0,0,8,0,0,41,6,47,0,47,17.8,24.5,16.6,30.7692307692308,138.407658068291,22.1153846153846,50,18.9230769230769,22.1153846153846,19.5
DA Miller,433,Batsman,Kings XI Punjab,Kolkata Knight Riders,Barabati Stadium,1,13,0,1,0,0,0,14,92.8571428571429,8.5,0,0,0,0,0,0,0,0,10,0,10,0,10,11,21,16.1875,30.1111111111111,136.72060194936,21.6666666666667,4,18.3703703703704,21.6666666666667,19.2962962962963
DA Miller,438,Batsman,Kings XI Punjab,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2,24,0,1,0,0,0,24,100,8.5,2,0,0,0,0,0,0,0,21,0,21,0,21,10.3333333333333,20.5,28.9166666666667,29.8928571428571,135.40915187974,21.6428571428571,4,17.8571428571429,21.6428571428571,19.4642857142857
DA Miller,442,Batsman,Kings XI Punjab,Delhi Daredevils,Feroz Shah Kotla,2,2,0,0,0,0,0,6,33.3333333333333,8,0,0,0,0,0,0,0,0,2,0,2,0,2,17,11.6666666666667,26.8461538461538,28.9310344827586,131.889296067795,20.9655172413793,0,17.2413793103448,20.9655172413793,19
DA Miller,450,Batsman,Kings XI Punjab,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",1,29,2,0,0,0,0,20,145,9,0,0,0,0,0,0,0,0,23,2,25,0,25,26.6666666666667,21.875,16.7058823529412,28.9333333333333,132.326319532202,21.1,12,17.0666666666667,21.1,19.0333333333333
DA Miller,454,Batsman,Kings XI Punjab,Delhi Daredevils,"Punjab Cricket Association Stadium, Mohali",2,47,2,4,0,0,0,37,127.027027027027,10,0,0,0,0,4,0,0,0,33,0,33,0,33,20.2,23.1111111111111,27.2857142857143,29.5161290322581,132.15537461268,21.4838709677419,28,17.4193548387097,21.4838709677419,19.6129032258065
DA Miller,455,Batsman,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,2,8,0,0,0,0,0,12,66.6666666666667,8.5,3,0,0,0,0,0,0,0,8,-2,6,0,6,10,6.5,25.8666666666667,28.84375,130.108852489367,21,0,16.875,21,19.375
DA Miller,457,Batsman,Kings XI Punjab,Chennai Super Kings,Wankhede Stadium,1,38,1,5,0,0,0,19,200,9.5,0,0,0,0,4,0,0,0,24,6,30,0,30,33,24.25,17.4444444444444,29.1212121212121,132.226766050295,21.2727272727273,26,17.1515151515152,21.2727272727273,19.3636363636364
DA Miller,458,Batsman,Kings XI Punjab,Kolkata Knight Riders,M Chinnaswamy Stadium,1,1,0,0,0,0,0,1,100,8.5,2,0,0,0,0,0,0,0,1,0,1,0,1,8.5,16.6666666666667,16.5789473684211,28.2941176470588,131.278919989993,20.6764705882353,0,16.6470588235294,20.6764705882353,18.8235294117647
DA Miller,463,Batsman,Kings XI Punjab,Rajasthan Royals,"Sardar Patel Stadium, Motera",2,54,5,1,1,0,0,30,180,10,0,0,0,0,0,8,0,0,44,6,50,0,50,32.5,50,27.375,29.0285714285714,132.670950847421,21.5142857142857,34,17.1428571428571,21.5142857142857,19.1428571428571
DA Miller,470,Batsman,Kings XI Punjab,Rajasthan Royals,Maharashtra Cricket Association Stadium,2,23,1,3,0,0,0,22,104.545454545455,8.5,1,0,0,0,0,0,0,0,11,0,11,0,11,28.2,11,26.4117647058824,28.8611111111111,131.889687061256,21.2222222222222,18,17.1666666666667,21.2222222222222,19.2222222222222
DA Miller,474,Batsman,Kings XI Punjab,Mumbai Indians,Wankhede Stadium,1,24,0,3,0,0,0,24,100,8.5,1,0,0,0,0,0,0,0,15,0,15,0,15,19.5,22.4,16.5,28.7297297297297,131.027803627168,21.0540540540541,12,17.027027027027,21.0540540540541,19.3513513513514
DA Miller,477,Batsman,Kings XI Punjab,Delhi Daredevils,Maharashtra Cricket Association Stadium,1,5,0,0,0,0,0,8,62.5,8.5,0,0,0,0,0,0,0,0,5,0,5,0,5,17.6666666666667,8,15.952380952381,28.1052631578947,129.224440373821,20.6315789473684,0,16.5789473684211,20.6315789473684,19.0526315789474
DA Miller,482,Batsman,Kings XI Punjab,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2,3,0,0,0,0,0,9,33.3333333333333,8,1,0,0,0,0,0,0,0,3,0,3,0,3,28,20,25.1111111111111,27.4615384615385,126.76569403945,20.1794871794872,0,16.1538461538462,20.1794871794872,18.7948717948718
DA Miller,484,Batsman,Kings XI Punjab,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",2,15,0,1,0,0,0,14,107.142857142857,8.5,2,0,0,0,0,0,0,0,12,0,12,0,12,10.75,22,24.4210526315789,27.15,126.275123117035,19.975,4,15.85,19.975,18.675
DA Miller,488,Batsman,Kings XI Punjab,Delhi Daredevils,Feroz Shah Kotla,1,42,1,4,0,0,0,42,100,8.5,0,0,0,0,4,0,0,0,31,0,31,0,31,19.5714285714286,16.5,16.6363636363636,27.5121951219512,125.634266455644,20.2439024390244,22,16,20.2439024390244,19.2439024390244
DA Miller,492,Batsman,Kings XI Punjab,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",2,43,1,3,0,0,0,38,113.157894736842,10,0,0,0,0,4,0,0,0,35,0,35,0,35,21.7142857142857,23.1818181818182,24.95,27.8809523809524,125.337209986148,20.5952380952381,18,16.047619047619,20.5952380952381,19.6904761904762
DA Miller,497,Batsman,Kings XI Punjab,Royal Challengers Bangalore,M Chinnaswamy Stadium,2,7,0,1,0,0,0,10,70,8.5,0,0,0,0,0,0,0,0,4,-2,2,0,2,15.1666666666667,13,23.8571428571429,27.3953488372093,124.050298126005,20.1627906976744,4,15.7674418604651,20.1627906976744,19.4651162790698
DA Miller,501,Batsman,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,1,27,2,2,0,0,0,11,245.454545454545,9.5,0,0,0,0,0,0,0,0,15,6,21,0,21,10.2857142857143,11.3333333333333,16.8260869565217,27.3863636363636,126.80948556529,20.1818181818182,20,15.8636363636364,20.1818181818182,19.2727272727273
DA Miller,505,Batsman,Kings XI Punjab,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2,89,9,2,1,0,0,45,197.777777777778,10,0,0,0,0,0,8,0,0,64,6,70,0,70,22.6,37,25.9545454545455,28.7555555555556,128.386558725568,21.2888888888889,62,16.8888888888889,21.2888888888889,19.8444444444444
DA Miller,507,Batsman,Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",1,14,2,0,0,0,0,5,280,9.5,2,0,0,0,0,0,0,0,8,0,8,0,8,14.1428571428571,21.9166666666667,16.4583333333333,28.4347826086957,131.682503101099,21,12,16.7826086956522,21,19.5217391304348
DA Miller,510,Batsman,Kings XI Punjab,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",1,11,0,1,0,0,0,15,73.3333333333333,8.5,0,0,0,0,0,0,0,0,8,0,8,0,8,25.1428571428571,20.8461538461538,16.12,28.063829787234,130.441031403913,20.7234042553191,4,16.5106382978723,20.7234042553191,19.4255319148936
DA Miller,520,Batsman,Kings XI Punjab,Gujarat Lions,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,15,1,1,0,0,0,11,136.363636363636,9,0,0,0,0,0,0,0,0,9,2,11,0,11,11,11,15.9230769230769,27.7916666666667,130.56441900724,20.5208333333333,10,16.375,20.5208333333333,19.25
DA Miller,524,Batsman,Kings XI Punjab,Delhi Daredevils,Feroz Shah Kotla,1,9,0,1,0,0,0,10,90,8.5,0,0,0,0,0,0,0,0,6,0,6,0,6,17.875,14.4,15.5555555555556,27.4081632653061,129.736573721378,20.2244897959184,4,16.1224489795918,20.2244897959184,19.0612244897959
DA Miller,527,Batsman,Kings XI Punjab,Rising Pune Supergiants,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,7,0,0,0,0,0,6,116.666666666667,9,1,0,0,0,0,0,0,0,7,0,7,0,7,7,9,25.1304347826087,27,129.475175580284,19.96,0,15.8,19.96,18.8
DA Miller,530,Batsman,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,6,0,1,0,0,0,7,85.7142857142857,8.5,0,0,0,0,0,0,0,0,3,0,3,0,3,9.375,7,15.1071428571429,26.5882352941176,128.617118916245,19.6274509803922,4,15.5686274509804,19.6274509803922,18.5686274509804
DA Miller,535,Batsman,Kings XI Punjab,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",1,9,0,1,0,0,0,11,81.8181818181818,8.5,1,1,1,0,0,0,0,0,6,0,6,0,6,19.8333333333333,29.25,14.7931034482759,26.25,127.717139356667,19.3653846153846,4,15.3461538461538,19.3653846153846,18.4230769230769
DA Miller,538,Batsman,Kings XI Punjab,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,30,2,1,0,0,0,19,157.894736842105,9,1,0,0,0,4,0,0,0,25,4,29,0,29,22.625,12.5,25.2916666666667,26.3207547169811,128.286527988467,19.5471698113208,16,15.3584905660377,19.5471698113208,18.4339622641509
DA Miller,545,Batsman,Kings XI Punjab,Gujarat Lions,Saurashtra Cricket Association Stadium,1,31,0,2,0,0,0,27,114.814814814815,9,1,0,0,0,4,0,0,0,29,0,29,0,29,20,29,15.2666666666667,26.4074074074074,128.037051818585,19.7222222222222,8,15.2222222222222,19.7222222222222,18.5925925925926
DA Miller,549,Batsman,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,2,13,0,0,0,0,0,18,72.2222222222222,8.5,0,0,0,0,0,0,0,0,13,0,13,0,13,9.77777777777778,11.75,24.8,26.1636363636364,127.022236735015,19.6,0,14.9454545454545,19.6,18.5818181818182
DA Miller,553,Batsman,Kings XI Punjab,Delhi Daredevils,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,11,0,1,0,0,0,7,157.142857142857,9,1,0,0,0,0,0,0,0,8,0,8,0,8,16.7777777777778,11.6,15.0322580645161,25.8928571428571,127.560104956583,19.3928571428571,4,14.75,19.3928571428571,18.375
DA Miller,556,Batsman,Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,0,0,0,0,0,1,1,0,8,0,0,0,0,0,0,0,-2,-2,0,-2,0,-2,12.125,9.33333333333333,23.7692307692308,25.4385964912281,125.322208378398,19.0175438596491,0,14.4912280701754,19.0175438596491,18.0701754385965
DA Miller,563,Batsman,Kings XI Punjab,Sunrisers Hyderabad,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,20,1,2,0,0,0,9,222.222222222222,9.5,1,0,0,0,0,0,0,0,11,0,11,0,11,18.5714285714286,9.57142857142857,14.90625,25.3448275862069,126.992898272257,18.8793103448276,14,14.4827586206897,18.8793103448276,17.9137931034483
DA Miller,567,Batsman,Kings XI Punjab,Royal Challengers Bangalore,M Chinnaswamy Stadium,2,3,0,0,0,0,0,8,37.5,8,2,0,0,0,0,0,0,0,3,0,3,0,3,11.1111111111111,11,23,24.9661016949153,125.476069487981,18.6101694915254,0,14.2372881355932,18.6101694915254,17.7457627118644
DA Miller,570,Batsman,Kings XI Punjab,Rising Pune Supergiants,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,7,0,1,0,0,0,5,140,9,1,0,0,0,0,0,0,0,4,0,4,0,4,5.5,4,14.5757575757576,24.6666666666667,125.718134996515,18.3666666666667,4,14.0666666666667,18.3666666666667,17.5333333333333
DA Miller,582,Batsman,Kings XI Punjab,Rising Pune Supergiant,Holkar Cricket Stadium,2,30,2,1,0,0,0,27,111.111111111111,9,0,0,0,0,4,0,0,0,25,0,25,0,25,25,25,23.0714285714286,24.7540983606557,125.478675588557,18.4754098360656,16,14.0983606557377,18.4754098360656,17.6885245901639
DA Miller,588,Batsman,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,1,28,2,2,0,0,0,20,140,9,0,0,0,0,0,0,0,0,16,2,18,0,18,10.6,13,14.6764705882353,24.8064516129032,125.712890498419,18.4677419354839,20,14.1935483870968,18.4677419354839,17.7258064516129
DA Miller,592,Batsman,Kings XI Punjab,Delhi Daredevils,Feroz Shah Kotla,2,24,0,1,0,0,0,29,82.7586206896552,8.5,1,0,0,0,0,0,0,0,21,0,21,0,21,17.2,15.5,23,24.7936507936508,125.031076691931,18.5079365079365,4,14.031746031746,18.5079365079365,17.9047619047619
DA Miller,596,Batsman,Kings XI Punjab,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2,1,0,0,0,0,0,6,16.6666666666667,8,1,0,0,0,0,0,0,0,1,0,1,0,1,16.375,23.6,22.2666666666667,24.421875,123.337882785286,18.234375,0,13.8125,18.234375,17.71875
DA Miller,642,Batsman,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,2,59,3,5,1,0,0,41,143.90243902439,10,1,0,0,0,0,8,0,0,43,2,45,0,45,13.7272727272727,18.3333333333333,23,24.9538461538462,123.65426057358,18.6461538461538,38,14.1846153846154,18.6461538461538,18.0769230769231
DA Miller,645,Batsman,Kings XI Punjab,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,15,0,2,0,0,0,13,115.384615384615,9,0,0,0,0,0,0,0,0,9,0,9,0,9,21.1111111111111,9.5,22.5625,24.8030303030303,123.528962919202,18.5,8,14.0909090909091,18.5,18
DA Miller,649,Batsman,Kings XI Punjab,Delhi Capitals,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,43,2,4,0,0,0,33,130.30303030303,9,0,0,0,0,4,0,0,0,29,2,31,0,31,31,11.8888888888889,15.1428571428571,25.0746268656716,123.630068402543,18.6865671641791,28,14.2985074626866,18.6865671641791,18.2238805970149
DA Miller,654,Batsman,Kings XI Punjab,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2,6,0,1,0,0,0,5,120,9,1,0,0,0,0,0,0,0,3,0,3,0,3,22.375,15.75,21.969696969697,24.7941176470588,123.576685043682,18.4558823529412,4,14.1470588235294,18.4558823529412,18.0294117647059
DA Miller,658,Batsman,Kings XI Punjab,Sunrisers Hyderabad,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,1,0,0,0,0,0,3,33.3333333333333,8,0,0,0,0,0,0,0,0,1,0,1,0,1,14.6666666666667,10.8,21.3529411764706,24.4492753623188,122.268810381213,18.2028985507246,0,13.9420289855072,18.2028985507246,17.8115942028986
DA Miller,660,Batsman,Kings XI Punjab,Mumbai Indians,Wankhede Stadium,1,7,0,1,0,0,0,9,77.7777777777778,8.5,4,0,0,0,0,0,0,0,4,0,4,0,4,19.4,19.3333333333333,14.8333333333333,24.2,121.633224201164,18,4,13.8,18,17.6857142857143
DA Miller,668,Batsman,Kings XI Punjab,Rajasthan Royals,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,40,2,2,0,0,0,28,142.857142857143,9,1,0,0,0,4,0,0,0,32,2,34,0,34,29.1666666666667,12.9090909090909,15.3513513513514,24.4225352112676,121.932152632938,18.2253521126761,20,13.887323943662,18.2253521126761,17.830985915493
DA Miller,671,Batsman,Kings XI Punjab,Delhi Daredevils,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,24,0,1,0,0,0,23,104.347826086957,8.5,0,0,0,0,0,0,0,0,21,0,21,0,21,17.5454545454545,13.5833333333333,21.3428571428571,24.4166666666667,121.687925875355,18.2638888888889,4,13.75,18.2638888888889,17.9027777777778
DA Miller,691,Batsman,Kings XI Punjab,Delhi Daredevils,Feroz Shah Kotla,1,26,1,1,0,0,0,20,130,9,0,0,0,0,0,0,0,0,20,2,22,0,22,17.9166666666667,16.4285714285714,15.5263157894737,24.4383561643836,121.80178990446,18.3150684931507,10,13.6986301369863,18.3150684931507,17.9315068493151
DA Miller,725,Batsman,Kings XI Punjab,Chennai Super Kings,Maharashtra Cricket Association Stadium,1,24,1,1,0,0,0,23,104.347826086957,8.5,0,0,0,0,0,0,0,0,18,0,18,0,18,21.8888888888889,11.3333333333333,15.5897435897436,24.4324324324324,121.565925528548,18.3108108108108,10,13.6486486486487,18.3108108108108,18
DA Miller,733,Batsman,Kings XI Punjab,Delhi Capitals,Feroz Shah Kotla,1,7,0,1,0,0,0,5,140,9,0,0,0,0,0,0,0,0,4,0,4,0,4,17.5,14.875,15.3,24.2,121.811713188167,18.12,4,13.52,18.12,17.8266666666667
DA Miller,738,Batsman,Kings XI Punjab,Royal Challengers Bangalore,M.Chinnaswamy Stadium,2,24,0,2,0,0,0,26,92.3076923076923,8.5,0,0,0,0,0,0,0,0,18,0,18,0,18,11.8,18,21.25,24.1973684210526,121.423502387108,18.1184210526316,8,13.4473684210526,18.1184210526316,17.9342105263158
DA Miller,744,Batsman,Kings XI Punjab,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2,11,0,1,0,0,0,11,100,8.5,0,0,0,0,0,0,0,0,8,0,8,0,8,14,21,20.8918918918919,24.025974025974,121.145275083379,17.987012987013,4,13.3246753246753,17.987012987013,17.8441558441558
DA Warner,81,Batsman,Delhi Daredevils,Chennai Super Kings,New Wanderers Stadium,2,51,1,5,1,0,0,40,127.5,10,0,0,0,0,0,8,0,0,41,0,41,0,41,41,41,41,51,127.5,41,26,26,41,40
DA Warner,87,Batsman,Delhi Daredevils,Kolkata Knight Riders,Kingsmead,2,36,1,5,0,0,0,23,156.521739130435,9,0,0,0,0,4,0,0,0,22,4,26,0,26,26,26,33.5,43.5,142.010869565218,33.5,26,26,33.5,31.5
DA Warner,91,Batsman,Delhi Daredevils,Mumbai Indians,Buffalo Park,2,21,1,0,0,0,0,32,65.625,8.5,0,0,0,0,0,0,0,0,18,-2,16,0,16,16,16,27.6666666666667,36,116.548913043478,27.6666666666667,6,19.3333333333333,27.6666666666667,31.6666666666667
DA Warner,94,Batsman,Delhi Daredevils,Kolkata Knight Riders,New Wanderers Stadium,2,36,1,5,0,0,0,25,144,9,1,0,0,0,4,0,0,0,22,2,24,0,24,25,32.5,26.75,36,123.411684782609,26.75,26,21,26.75,30
DA Warner,99,Batsman,Delhi Daredevils,Deccan Chargers,Kingsmead,1,4,0,0,0,0,0,7,57.1428571428571,8,1,0,0,0,0,0,0,0,4,0,4,0,4,4,15,4,29.6,110.157919254658,22.2,0,16.8,22.2,25.4
DA Warner,112,Batsman,Delhi Daredevils,Mumbai Indians,SuperSport Park,2,15,1,1,0,0,0,9,166.666666666667,9,0,0,0,0,0,0,0,0,9,0,9,0,9,12.5,9,23.2,27.1666666666667,119.576043823327,20,10,15.6666666666667,20,22.6666666666667
DA Warner,113,Batsman,Delhi Daredevils,Deccan Chargers,SuperSport Park,1,0,0,0,0,0,1,1,0,8,1,0,0,0,0,0,0,-2,-2,0,-2,0,-2,1,3.5,1,23.2857142857143,102.493751848566,16.8571428571429,0,13.4285714285714,16.8571428571429,19.5714285714286
DA Warner,126,Batsman,Delhi Daredevils,Chennai Super Kings,Feroz Shah Kotla,1,6,0,1,0,0,0,8,75,8.5,0,0,0,0,0,0,0,0,3,0,3,0,3,22,3,1.66666666666667,21.125,99.0570328674949,15.125,4,12.25,15.125,18.125
